Dates,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362
01/10/17 00:00,,,,"222,02","340,44","480,32","2262,52",,"822,96","155,1",,"897,64","389,02","561,68","367,8","479,54",,,"884,95","968,92",1103,"262,08","245,48","114,95","1864,76","1250,62","613,5","899,54","762,71","922,88","708,6","195,2","762,96","283,36","164,46","2129,09","349,02","1618,44",,,"3229,24","1859,71","1165,62","1382,06",,"763,98","125,4","803,11","2048,86","519,32","480,44","611,36","3858,28","1084,15","2224,99","867,8","700,96","877,96","302,55","829,28","856,78","3439,49","1199,87","2902,9","1259,64",,"402,96","737,31","1242,03","5657,63","1227,33","1749,65","3303,93","470,03","134,31","2082,28","3075,49","191,9","1140,05","276,51","2822,9","479,08","1237,32",,"1740,68","851,58","1342,94","2263,05","589,77","435,7","5205,36","3099,47","1820,23","4188,96","4054,05","2504,98","3112,94","2570,28","3490,46","6291,44","4604,35","909,6","5538,81","3490,43","1798,46","3650,75","4020,3","2027,21","3298,66","4958,81","4545,95","3316,27","4805,79","3308,9","3350,35","2698,76","1311,56","6125,16","1764,43","3961,84","4171,62","4808,55","2359,7","5891,68","5728,26","7862,5","3771,5","3717,15","2385,6","5830,34","5636,02","1827,15","1544,42","5982,57","2488,59","4321,36",3509,"3992,88","3644,76","4323,12","2925,84","3778,27","2271,66","2552,51","4699,25","2371,3","2732,76","6878,69","4959,6","4322,78","4403,98","4186,36","1439,52","4500,24","5812,11","4853,92","4161,01","4164,17","12250,45","3039,29","5356,12","9406,51","2809,5","9524,86","3356,76","9356,61","6620,33","6357,94","2931,01","4574,78","5009,94","2234,37","5201,25","4108,79","5665,84","7249,97","9205,18","2678,85","4260,66","6552,01","3137,62","7127,99","4449,61","9115,41","8842,54","6676,64","4170,83","3762,54","8511,77","11003,75","11423,13","4785,06","7142,95","4994,78","3014,76","9509,34","3955,24","7962,35","4896,45","5665,27","3787,25","7771,22","6964,18","7770,54","8646,06","6574,3","3324,8","4147,12","4949,06","11746,57","9199,13","6700,53","6277,36","3090,08","8706,74","5727,41","12021,5","11844,75","10981,18","11913,1","6680,41","3777,63","9934,88","7918,2","12190,25","7957,66","8553,62","4436,09","6031,99","8988,82","13971,5","16291,63","7925,55","6605,92","6533,76","4196,26","6791,2","14066,18","10480,8","11624,5","14018,36","3355,52","6626,07","8461,21","7563,33","11866,26","5767,76","3699,74","6537,56","2073,73","6121,94","13651,86","7284,23","6530,57","14466,55","7396,23","6538,84","10420,43","12609,9","9217,51","8010,16","7420,64","6155,42","6381,1","10620,39","8292,2","9466,48","11781,29","9972,1","2412,19","6393,45","13010,47","12297,72","11098,69","10865,46","10264,8",6936,"10882,07","17485,57","14290,59",13559,"11771,21","7081,2","5989,41","8516,43","17182,79","11786,43","15342,53","16482,92","8844,08","6957,32","5353,32","10175,93","18385,86","6917,97","7940,98","13165,64","5495,46","5927,82","18000,94","17948,53","31474,26","19935,74","19967,57","10100,09","14119,98","8878,1","21195,39","12789,06","19071,63","18172,98","8818,36","7030,94","18178,77","37040,41","26371,25","32945,28","23414,09","6547,68","13544,91","45693,2","35390,46","36562,88","50028,16","42148,18","7690,74","7011,15","39358,35","30361,47","23942,77","47982,72","29008,69","10524,69","10215,76","27735,03","26965,01","37235,26","49984,31","38299,51","10327,03","10253,56","29949,84","35768,59","33571,45","29617,86","53173,66","7608,32","8872,61","30374,09","45216,73","43404,14","41273,01","37991,59","16438,22","8611,47","31091,16","45676,84","44680,74","35453,54","74761,01","53803,71","39496,7"
02/10/17 00:00,,,,,,"124,27","283,94","613,88",,,"305,13",,"501,38","460,44","412,68","3361,56","322,32",,"303,53","590,95",,"412,24",,"610,66","1409,1",,565,,"664,68",,"166,99","488,52","2053,19","866,59","90,69","688,87","607,7",,,,"409,46","96,5","1060,75",,,"412,5","2364,39","570,46","1608,84","395,16","1506,12","1790,6","548,29","2023,9","190,54",,"477,63","2110,84",,"1299,56","761,54","2951,16","2575,81","2503,34","2385,23",,"951,55","580,42","404,18","93,48","594,98","573,14","750,84","472,04",,,"493,98","766,25","279,24",,,"1306,5","634,1","744,46","4468,72","627,12","1260,78","268,35","610,28","1605,18","179,72",1178,"706,64","4909,08","1392,54","2531,33","2423,34","1747,05","1805,46","16670,35","1467,06","6690,09","3587,75","2529,94","5000,02","3134,74","4790,49","5265,41","756,18","1210,17","1412,58","4372,91","4522,13","1884,12","2737,58","5010,3","1872,16","2771,7","1770,4","1970,49","3493,18","3047,02","2628,16","3604,21","4168,78","4681,36","4477,26","2545,72","3550,36","2978,12","2871,14","1838,72","4020,7","1242,61","3886,93","2342,45","2806,79","3828,11","4814,45","5131,84","1441,72","1817,34","1661,08","4975,1","2987,59","1264,01","3013,18","3877,58","2944,79","6574,88","5725,11","2845,56","4489,35","4210,61","5087,72","2997,77","6583,07","4813,31","7111,42","3249,96","4085,2","2376,51","4546,1","2271,06","1631,88","4729,68","7203,3","7484,62","6479,99","7343,67","4231,29","4928,3","4444,63","3606,77","3240,48","3349,82","2077,39","5046,7","5298,38","3555,65","8102,13","3545,29","4024,01","5666,99","2934,12","3864,91","3555,95","5326,59","5031,18","6758,09","5658,03","5467,41","4321,51","4232,94","8151,8","3686,87","8910,19","6981,19","6166,78","5931,2","7434,36","11698,99","6350,34",7167,"4926,43","5107,57","6601,51","9619,01","12864,87","7825,16","9316,57","9269,11","5837,03","6839,07","12540,65","5088,54","5531,55","10749,34","13730,32","3397,09","5728,8","8408,07","6463,55","7986,99","5120,93","7284,44","3746,18","5053,33","6620,11","5581,47","9876,46","7820,05","7112,42","4967,97","5245,93","9696,66","6450,33","6016,09","9928,44","4609,65","8557,16","6262,68","9011,09","6332,71","8680,21","7776,39","5233,88","5736,25","8201,24",6778,"13043,31","9796,54","9749,54","10543,66","7114,5","7343,66","5075,4","11041,13","18656,74","8724,72","9363,3","4694,79","5897,36","10069,22","7154,46","9072,92","10949,29","5334,33","2279,71","7086,34","7910,32","8232,72","8871,6","8668,42","10049,17","4402,3","6623,38","10119,12","12675,11","13335,29","12172,85","11847,95","6390,59","4384,16","16111,81","10754,14","11496,86","8156,42","9105,62","6990,15","8103,68","11300,65","18290,04","11707,12","9002,86","11628,53","7512,49","5713,69","12393,61","14461,1","10949,81","11578,41","8647,64","4500,66","6140,51","20332,6","16360,85","12729,76","14227,93","11259,01","4087,02","8239,68","17164,95","16181,71","15123,51","26675,37","18217,83","5471,83","6441,36","22378,98","19813,3","18430,49","30227,19","38496,74","7855,22","8244,12","28493,95","21163,82","27592,69","21090,23","20887,57","7986,3","7159,5","37541,2","27000,08","24338,02","26896,07","28027,2","10042,44","8834,78","30933,7","26596,51","28571,15","28129,78","28380,2","6981,24","7246,88","40667,66","28872,16","39888,43","45286,4","39432,68","5522,07","9713,64","46251,67","45866,95","33708,62","35317,97","59414,86","31497,85","61297,56",33818
03/10/17 00:00,,,,,"79,48","893,8",,,,,,,"257,7",,"1536,28","782,68",,,"559,74","1675,68","777,82",,,"209,38",,,,"642,04",,"829,1",,,,,"924,78","1384,19",,"2206,92","1640,64","600,39","938,68","119,43","500,07","1684,92","2908,14","1074,7","1724,56","439,34","963,97","1013,24","103,56","915,09","4670,24","730,77","1468,99","362,98","856,76","1086,72",,"598,54","494,52","174,84","155,12",,,"248,6","328,47","592,36","155,44",,,"128,4","1376,04",,"1522,32","1878,59","423,2",,,,"538,15","957,46","1070,07","3115,09","107,26","144,98","603,78","1099,52","732,86","259,78","828,17","302,9","807,23","705,4","2438,72","716,52","1992,81","694,69","593,52","4712,82","1034,11","4376,16","1148,26","524,94","1315,58","416,44","2274,28","485,43","3780,14","2720,23","761,1","2482,74","1557,01","525,6","564,81","1045,88",,"3444,82","1991,29",5098,"3921,74","1822,78","2527,91","9379,87","1632,28","1583,57","3945,85","1881,37","2044,54","2408,97","2738,13","985,72","1455,23","3442,2","3924,61","3964,48","4647,12","1527,18","1751,34","4097,07","2905,07","1982,18","2848,21","1396,26","1986,04","924,39","2307,94","2947,53","2352,41","5198,77","1732,92","4595,81","3881,2","3076,19","3598,66","1583,01","1977,18","2241,18","2796,08","1911,65","2211,7","4504,25","1464,94","1197,26","2012,16","2971,21","3871,53","3334,44","8717,86","3244,17","3418,29","5458,27","3467,3","3495,92","4119,5","5134,43","2845,46",2813,"4120,23","5845,31","1257,75","3149,51","3552,54","3429,88",3868,"4211,56","6933,43","4509,52","1046,52","4294,39","1544,61","5936,53","3460,35","5272,47","3157,91","1941,42","978,91","4465,65","3466,9","3797,11","5575,79","5184,33","7405,04","4268,01","3705,82","5479,38","6968,11","5099,25","4542,87","2176,05","3731,31","4744,56","4354,06","5287,69","7497,6","6610,02","6662,56","4754,33","5902,73","2759,32","3673,33","2636,62","6324,64","6710,59","9755,5","2988,65","6764,16","4303,17","7630,75","4355,9","8863,18","4338,81","5083,66","2635,26","6704,35","5226,03","12217,11","6339,87","4267,92","3881,26","5886,2","8079,32","4792,59","9391,58","6960,15","6171,73","5272,38","5587,8","5737,61","9199,28","6302,74","6059,81","6194,72","3566,06","2899,44","7942,02","8863,26","13754,3","8548,06","7059,45","2683,71","4854,55","8743,07","8536,54","10128,13","10370,37","8919,75","3195,91","4227,1","11243,83","8453,36","5185,58","11841,4","7157,41","4533,75","2935,21","5286,65","6796,7","11170,15","6854,45","4985,69","4115,83","6061,41","4640,83","6762,87","14487,78","8267,19","2719,9","4892,85","6676,84","7949,79","4956,43","6315,94","4424,16","6475,4","3731,08","5290,66","7148,38","20748,74","16295,03","8860,5","14578,36","6208,51","4900,64","10966,86","10190,49","12412,82","8145,98","10168,73","12095,4",4445,"11781,76","10359,41","16635,19","14317,52","28741,14","4318,85","10126,37","9798,56","15448,58","10347,13","44809,66",15225,"5917,33","10117,18","14660,78","17489,25","25519,58","14209,85","16941,86","6536,27","3593,57","14589,02","11017,02","19911,99","20364,58","15242,99","6383,33","10151,49","9129,93","24960,91",28144,"27412,53","16665,29","8543,35","10068,64","23823,86","19107,14","32467,85","20116,04","20245,08","5440,94","5080,87","29262,94","27501,04","31521,22","24448,74","37863,04","12145,93","18007,03","57726,61","24914,08"
04/10/17 00:00,,,,,,,,"1155,5",,"1325,28","266,18",,"1086,32","123,18",,,,537,"301,72","304,56",,"298,38",,,,"523,84",,,,,,"1543,29","583,08",,,"178,32",,"352,35",,,,"292,23","1076,76","1206,09","941,12",,"2088,16",,,,"2776,87","1134,86","300,72","2628,71","2507,74","992,35","591,34","1544,54","95,54",516,,"1312,54",,"315,08","457,49","694,22","298,58","775,12","1970,54",,"299,29",,,"1075,04",,,,"982,5",,,"756,98","150,06","874,89","715,36","125,4","163,4","166,22",,"769,56",,"3278,28",2484,"1448,24","3791,34","2150,33","1373,82","1000,27","3336,36","744,3","2282,38","2975,91","492,15","1534,73","1685,62","2754,6","1670,54","933,03","1503,03","588,94","617,65","622,98","2426,64","1291,08","1136,12","1705,16","4196,19","2120,47","1145,02","2643,46","2509,89","950,68","4724,19","4856,44","5801,48","2442,42","2988,48","700,58","789,74","2091,93",4595,"886,7","3128,51","4661,68","2883,99","2085,62","2502,78","1808,36","2048,63","2749,56","3344,04","614,76","4942,46","3932,67","5315,8","1551,14","2717,73","2038,51","3000,34","2515,57","4089,91","1865,92","2366,65","1737,12","4309,37","2797,9","4400,8","4757,34","3150,24","5196,77","2862,65","4217,3","1635,26","1678,87","4233,62","2655,15","2286,45","4051,58","5750,69","1971,91","3211,42","2284,71","5435,42","8885,37","5209,33","6992,23","1531,24","1870,23","6490,8","5286,51","4804,04","4376,24","5328,14","2855,98","6740,66","2689,85","2661,8","6874,29","1793,56","1845,67","2781,54","5642,71","4182,65","2748,69","4503,45","2430,34","2286,38","1407,05","4707,6","4006,27","5400,29","3783,38","5555,61","6206,06","4281,04","4888,88","4730,31","11150,25","7345,28","7119,63","7757,16","1600,44","2432,3","4965,19","2428,92","3054,2","5480,37","7588,38","5160,07","1950,18","8227,65","8938,78","8269,76","5932,43","3693,02","2879,97","4250,33",6272,"9573,99","7649,31","6294,2","6371,32","1050,24","3342,6","7228,18","6164,47","7820,53","6620,42","4019,73","2413,62","3502,46","4616,99","1766,52","8337,75","5371,29","6616,76","5382,68","4327,79","5426,12","5884,64","5510,25","4067,9","4170,15","5148,14","8901,9","6951,9","7280,5","9505,26","6587,78","4827,4","1701,8","10270,14","7614,79","10447,35","5689,79","4873,85","2669,15","6276,9","2939,93","5116,55","9186,31","8218,43","9673,34","9480,99","5108,13","5802,9","9214,56","6592,87","6750,89","4357,96","8852,51","9624,34","4187,32","7209,46","5740,48","7045,45","10194,38","7948,86","5445,8","5496,98",10612,"22251,62","6933,16","8177,11","9481,01","3075,43","7052,59","14545,43","12250,24","11841,46","14616,17","5138,75","4440,63","4566,95","7831,92","8143,42","12263,23","12851,3","8578,52","6872,86","9742,42","19034,1","7805,78","18665,24","13155,79","17092,87","11395,8","6355,18","15035,35","13454,76","12301,06","35287,02","12698,16","4410,63","3977,43","14257,51","10914,38","26580,15","9315,27","14690,05","3544,79","3877,7","12824,19","30325,42","11185,48","18502,76","25808,91","5300,69","7561,67","11427,99","17838,82","26266,83","16810,1","23484,31","10085,32","4083,76","28860,5","21926,86","30537,91","15351,01","28269,87","4476,69","7594,05","21596,69","20301,61","26868,35","45478,36","30441,48","9330,35","13051,11","42523,96","36410,89","36257,89"
05/10/17 00:00,,,,"254,06","686,5",,,,"563,48","244,44",,"96,92","402,8",,,,"484,82",,,"1201,84",,,"512,42","380,37","1828,5","1243,5","1062,23",565,,"556,11","857,01","1212,47","283,42","758,21",,"954,04","1135,43","2902,72","469,44",,"512,58","327,33",,"899,8","694,44","1974,05",,"1519,72",,"1269,27","1042,22",,"1335,75","1099,19","601,01","455,48","662,38","1151,53","810,18","731,06","652,1",,"871,73",515,452,"474,52","728,92","3334,08","1064,9","447,96",,0,"636,36","1673,58",,"2447,67","162,06",,"219,86","96,47","327,68","759,98","706,89","1069,5","1048,18","467,94","925,78","4315,59","896,66","984,69",,"192,42","1115,42","4739,29","868,18","884,34","751,66","1135,82","475,06","2902,23","190,74","1332,4","706,84","2606,52","437,94","633,62","4308,2","4493,28","2446,14","710,56","802,18","689,62","3045,76","2514,98","4496,65","1813,06","883,36","5269,52","2087,48","3558,88","4079,96","3846,5","4665,39","3507,35","945,58","1010,01","1745,24","2047,49","1144,93","2639,01","5540,54","2984,32","4047,74","1400,7","3714,93","1773,57","2521,28","1606,95","748,92","2580,64","1341,66","2301,11","4329,67","4020,06","2299,89","3002,75","2320,4","3072,38","3513,82","1320,83","3233,2","4228,81","2755,86","3197,79","2926,14","3268,37","7037,39","6053,92","1645,65","3125,83","1381,18","2896,17","2838,2","2730,46","3896,11","6322,38","2834,14","3835,2","2844,11","2363,41","8545,77","6183,5","3799,66","5051,56","2544,92","3652,86","4338,22","6175,49","4321,94","1880,71","5913,16","2855,96","3453,53","2528,23","5167,82","2885,01","7432,09",4620,"4446,44",2831,"4335,48","5523,17","5480,34","2706,22","10453,34","3672,17","4303,88","9280,3","5613,68","5364,4","6232,74","3863,83","5033,3","3544,47","6227,3","8457,88","6525,24","6791,36","4420,94","4315,27","5372,56","6284,7","2945,98","5576,54","5556,18","3936,8","4423,53","4513,32","3452,56","2953,86","4825,2","6977,91","4878,39","4672,7","2621,48","6899,75","4173,69","6689,32","9763,67","5612,06","2493,57","2881,12","4159,19","8952,26","9900,04","7589,67","7334,52","3085,79","3946,68","7137,93","3867,89","6863,34","7247,98","10243,7","2792,82","2735,54","6479,46","5867,17","8789,2","7264,6","7034,61","4637,96","4620,12","6410,92","9438,1","14593,71","6210,66","7402,91","4435,9","6595,2","6444,78","5799,08","6963,18","4644,59","8612,92","4463,57","1929,08","8872,4","12369,13","14340,5","7570,52","6767,92","3205,45","5006,06","7272,81","6631,84","5148,44","4451,7","7254,72","3097,81","7955,36","8637,98","8939,33","8737,52","10372,86","6076,41","3819,96","4126,32","9553,14","7527,51","7514,43","7243,47","4989,09","7122,03","3504,24","15083,25","14370,59","13206,91","14308,03","21287,46","3415,72","6963,05","12483,15","16408,84","7425,24","18910,06","16672,86","5649,95","10315,5","7505,82","10821,88","11178,56","15996,26","11274,63","10731,2","11084,89","22171,14","28030,09","21930,72","22900,35","17591,4","5430,24","6505,6","17519,07","9498,99","43455,41","11171,44","24077,72","6329,28","8379,43","12428,9","20560,29","17488,91","21723,66","25183,58","7357,7","4573,09","24170,25","20635,02","24547,03","28788,5","48929,21","9620,58","8402,76","38354,7","24927,6","40999,31","22370,01","23605,3","5738,39","12674,25","29327,67","33755,74","36963,8","33430,4","43517,62","11628,92","6442,99","37959,58","37875,09","52255,59","42725,13"
06/10/17 00:00,,,,"1854,5",,"164,74",,"553,94","1041,99","322,37","1525,53",,,,"95,29","232,54","594,76","186,21","70,8","653,92","3008,36",,"142,92","185,58","2338,51","486,12",,,"1443,97","2986,5","598,26","409,68","816,62",,"257,78","318,68",0,,"1399,2",,"3509,84","6508,17","258,42","1823,38","2320,47",,"305,76","297,14",,"676,48",,"169,66","129,08","1873,15",,"146,18","241,11","365,22","702,95","191,08","741,08","653,6","722,72","229,96","846,28","1752,09","1307,15","481,57","286,48","70,4",,,"2706,74",1074,"845,02","583,94",,"1586,72","738,06",,,"278,36",,"1026,58","2339,71","1527,66","1285,81","328,88","2104,5","749,21","1447,86","1362,09","2640,9","2058,04","1109,68","782,52","381,3","2817,94","3384,33","2103,56","2925,49","523,22","2603,52","107,38","4245,54","2632,94","2109,04",0,"1794,53","610,62","212,11","2020,34","565,56","2025,09","3487,99","939,72","3439,87","5782,04","1250,78","4949,68","1176,56","10082,82","2376,67","2473,63","2435,87","5112,11","1339,08","2274,56","1071,71","1965,93","2565,43","1326,09","1393,23","2285,88","1544,43","1697,87","1437,87","3326,39","3652,34","1779,18","3228,59","5183,81","4262,64","1754,76","3237,93","2294,45","7688,05","4184,16","3426,25","4339,88","4876,43","1912,21","2007,67","2794,18","6252,59","3517,13","5062,52","4238,5","2289,06","3890,96","4045,04","4097,38","3842,51","3947,2","4587,62","3825,21","3891,67","9155,34","2865,09","4487,32","6836,68","2863,67","5775,1","1863,15","2954,18","4603,47","10885,87","3479,63","3093,47","6349,48","5252,02","2702,15","2307,08","3970,36","7334,1","6948,39","5047,93","2817,41","3170,14","4399,7","5812,96","6332,27","5958,48","3101,92","5195,82","5787,85","10006,1","7440,76","5652,73","2602,57","5860,96","4642,2","4821,52","5341,81","2889,61","1863,76","4103,41","3659,29","2220,98","5152,71","2558,13","11837,79","3112,28","5750,79","3873,9","3547,41","2925,44","6395,91","3891,48","4172,68","5953,49","2571,17","5087,17","4292,31","6858,2","4976,63","3317,93","3885,65","7559,5","4827,93","5363,62","9147,07","6177,89","10189,67","7072,04","5918,94","10258,59","6302,75","9917,45","10460,88","7518,44","5099,02","6883,51","890,26","4761,33","4654,63","6251,11","6621,58","5000,36","1856,52","4044,17","7787,95","2297,35","3324,43","9121,69","5930,76","8288,13","3985,6","3633,6","5173,96","10288,49","8163,69","9866,48","4512,64","6070,55","5345,57","7444,94","7494,73","13971,86","8923,81","15440,25","4524,04","8371,43","7602,16","10461,64","6868,42","5014,54","5936,5","2635,48","6781,68","6891,42","9768,07","10324,49","6671,38","6096,69","4699,51","7818,58","16362,64","8190,3","6545,17","5463,56","10237,74","4908,25","3040,94","10443,45","9037,13","6060,66","6348,42","12507,91","11182,13","6452,18","6097,02","8531,83","11109,49","14107,2","7348,41","6523,43","8605,42","10220,47","15068,8","18499,97","12536,27","10404,82","4594,44","9161,15","32319,92","23272,45","19596,09","30505,76","47065,29","5274,47","5031,97","21704,27","26618,47","26949,42","18047,32","15878,6","8886,63","1879,45","14008,5","39331,36","29144,12","29572,41","19158,9","7716,78","8284,24","18127,78","25330,15","26898,78","26117,48","51117,11","8487,95","6753,19","36156,02","32136,74","31091,73","19713,39","27083,13",5082,"5160,09","43064,38","19513,59","34427,46","25503,07","31336,68","14116,27","9007,03","29146,29","25947,22","25288,78","37617,88","37765,24"
07/10/17 00:00,,,,"1268,92","859,32","730,36","498,88","2107,7",,"447,85",,,,"164,82","362,06",,,,,"2881,59",,,"387,24","192,8","638,44",,"577,56","624,8","924,65","376,2",,,,"217,31","148,72","476,28","230,64","201,31","3674,56","1365,42",,,0,"1922,73",,"2149,12","1027,73","1940,48",515,"1602,87","187,42","349,02","508,3","199,04","265,08",,"1407,92","582,66","2712,27",,,,,"1473,15",,"209,98",,"1171,9","332,82",893,"1730,5","551,63","492,53",,"699,98",,,"1149,96","1344,45","1396,52","2658,45","2353,26","203,92","1114,02","2979,29","1410,64","268,5","937,6","2196,31",,"898,78",340,"754,44","1723,18","926,99","1358,18","4492,04","2682,68","1002,69","3128,09","3109,34","3464,56","841,49","2031,83","3336,04","1795,78","1330,08","1672,57","2232,54","3338,77","3110,34","1893,45","2125,89","2727,96",7200,"7066,42","4397,5","3100,14","5192,92","5703,14","2064,78","1843,72","3171,86","3360,82","5317,48","3612,86","3741,12","2119,95","957,6","4485,09","1903,48","2942,89","6008,7","1452,91","4027,74","2959,96","3412,24","2556,61","4732,82","2639,2","8728,72","3287,88","4669,65","7716,88","4083,7","3948,93","4196,73","5693,1","6097,35","3517,71","2212,7","3746,04","5024,33","6996,22","3878,27","2493,58","2192,33","5697,31","1000,84","741,06","3523,13","7725,94","5257,31","2209,51","5743,09","3955,73","3155,62","3192,59","2641,87","7599,12","6546,85","4122,05","2258,83","5953,45","5724,11","7275,54","2871,86","2162,46","7787,22","3383,55","4201,16","4858,69","6370,53","6293,18","13264,11","4881,03","913,88","6125,7","3159,11","4888,27","3990,76","2309,69","4443,16","3878,38","5924,39","4784,36","4493,74","5579,12","3333,34","2662,96","4890,15","4863,16","2689,27","7560,13","4513,19","7256,95","6702,33","6418,78","5589,89","3325,72","4254,01","4491,44","8124,5","7027,67","2185,54","2651,08","7320,24","2740,55","4920,28","6244,49","3602,14","2139,72","13513,87","6409,24","7837,62",5178,"6016,53","7669,39","6669,55","5970,64","7303,02","7189,79","7933,55","4785,69","7277,82","1252,08","5722,8","7566,35","6215,27","4932,72","5797,87",3625,"2544,26","5448,99","3873,64","10521,99","7227,14","3640,31","9721,96","2943,78","5121,4","3762,84","4761,77","5779,74","2900,17","5179,79","2726,86","6991,01","3062,25","11337,84","7253,92","6282,73","7164,57","2682,15","2832,96","5997,79","9641,86","4094,85","12471,71","8823,78","3675,81","3098,39","13137,4","16650,35","4920,33","3171,93","9409,48","8000,4","2393,12","11976,43","14216,07","8351,44","8665,51","4256,43","7295,38","6752,79","15946,63","9776,9","3266,5","7367,72","5775,81","5751,78","9825,07","6370,41","5360,8","13774,84","9867,54","12434,32","6475,8","4295,6","9112,49","11161,22","9738,67","5192,24","6550,91","3458,12","11402,36","18987,58","15190,45","22860,61","18946,66","19420,87","8712,26","4074,12","10648,1","13198,78","43269,51","21318,57","30994,19","1645,59","10028,85","20445,21","13309,27","16698,47","22125,05","22892,51","1868,14","4662,95","12574,12","24607,85","15906,82","27708,94","34443,58","8967,46","12581,83","18758,73","25932,13","28796,6","19631,55","21171,88","4266,86","5446,76","27107,15","26257,63","33696,13","32092,81","32959,63","6375,1","9668,19","23035,54","25502,78","25321,21","16887,39","24306,01","15323,57","12793,38","22218,84","16086,42","35334,69","27079,41","36727,29","27025,72"
