01/10/17 00:00;02/10/17 00:00;03/10/17 00:00;04/10/17 00:00;05/10/17 00:00;06/10/17 00:00;07/10/17 00:00;08/10/17 00:00;09/10/17 00:00;10/10/17 00:00;11/10/17 00:00;12/10/17 00:00;13/10/17 00:00;14/10/17 00:00;15/10/17 00:00;16/10/17 00:00;17/10/17 00:00;18/10/17 00:00;19/10/17 00:00;20/10/17 00:00;21/10/17 00:00;22/10/17 00:00;23/10/17 00:00;24/10/17 00:00;25/10/17 00:00;26/10/17 00:00;27/10/17 00:00;28/10/17 00:00;29/10/17 00:00;30/10/17 00:00;31/10/17 00:00;01/11/17 00:00;02/11/17 00:00;03/11/17 00:00;04/11/17 00:00;05/11/17 00:00;06/11/17 00:00;07/11/17 00:00;08/11/17 00:00;09/11/17 00:00;10/11/17 00:00;11/11/17 00:00;12/11/17 00:00;13/11/17 00:00;14/11/17 00:00;15/11/17 00:00;16/11/17 00:00;17/11/17 00:00;18/11/17 00:00;19/11/17 00:00;20/11/17 00:00;21/11/17 00:00;22/11/17 00:00;23/11/17 00:00;24/11/17 00:00;25/11/17 00:00;26/11/17 00:00;27/11/17 00:00;28/11/17 00:00;29/11/17 00:00;30/11/17 00:00;01/10/18 00:00;02/10/18 00:00;03/10/18 00:00;04/10/18 00:00;05/10/18 00:00;06/10/18 00:00;07/10/18 00:00;08/10/18 00:00;09/10/18 00:00;10/10/18 00:00;11/10/18 00:00;12/10/18 00:00;13/10/18 00:00;14/10/18 00:00;15/10/18 00:00;16/10/18 00:00;17/10/18 00:00;18/10/18 00:00;19/10/18 00:00;20/10/18 00:00;21/10/18 00:00;22/10/18 00:00;23/10/18 00:00;24/10/18 00:00;25/10/18 00:00;26/10/18 00:00;27/10/18 00:00;28/10/18 00:00;29/10/18 00:00;30/10/18 00:00;31/10/18 00:00;01/11/18 00:00;02/11/18 00:00;03/11/18 00:00;04/11/18 00:00;05/11/18 00:00;06/11/18 00:00;07/11/18 00:00;08/11/18 00:00;09/11/18 00:00;10/11/18 00:00;11/11/18 00:00;12/11/18 00:00;13/11/18 00:00;14/11/18 00:00;15/11/18 00:00;16/11/18 00:00;17/11/18 00:00;18/11/18 00:00;19/11/18 00:00;20/11/18 00:00;21/11/18 00:00;22/11/18 00:00;23/11/18 00:00;24/11/18 00:00;25/11/18 00:00;26/11/18 00:00;27/11/18 00:00;28/11/18 00:00;29/11/18 00:00;30/11/18 00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,15;2545,72;1881,37;789,74;2047,49;2274,56;2119,95;4295,77;2118,73;2068,34;632,82;1308,56;797,15;2599,2;517,06;2751,52;1172,54;646,01;579,88;4717,48;1919,79;1910,58;4341,49;897,65;436,64;3173,12;1061,51;2330,88;1406,92;2745,52;1705,09;1258,38;248,97;3015,93;1461,37;469,62;2841,5;162,76;;1116,9;613,26;1043,28;6706,44;2184,87;748;1146,4;1416,24;1179,5;705,46;439,92;836;406,92;729,59;309,07;1345,35;467,64;1250,22;1944,08;497,05;671,22;453,42;2029,93;3073,7;1333,4;282,69;5254,19;4062,43;3634,23;6157,97;1490,89;2944,9;3736,62;3875,22;2790,36;966,16;2503,99;1712,34;2048,28;1274,02;713,26;2030,52;1251;1730,73;263,27;1975,04;1703,86;4076,37;3968,79;1027,78;1487,23;481,25;1860,45;1808,02;2509,37;869,1;1949,77;228,5;621,07;2666,88;1457,1;2436,27;2007,04;2543,74;1586,49;1011,12;;337,76;977,4;117,4;1331,14;122,98;1212,72;547,06;1665,72;842,74;2725,1;2306,02;1781,13;;902,66;130,18;681,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,
2385,6;3550,36;2044,54;2091,93;1144,93;1071,71;957,6;4883,96;819,78;1818,9;4484,94;2041,76;1595,89;3531,2;674,54;1211,06;1196,53;1018,5;1234,14;2180,02;1407,82;3145,52;2867,13;784,51;3619,08;1415,78;3661,67;1991,12;1054,96;1488,15;1383,24;80,36;2308,48;1721,68;2337,78;;887,18;150,04;1236,86;559,29;507,03;3175,31;2125,71;291,51;885,48;1330,09;;589,73;3183,73;;1773,32;1878,64;654,26;1684,31;3270,66;786,14;2201,06;1126,51;859,6;723,28;920,43;3504,84;1876,98;1654,75;2450,41;5557,18;5279,89;6750,06;76,06;2592,45;6147,19;2658,76;1497,88;1755,29;2268,28;1655,62;625,63;3392,78;2305,34;3231,52;3041,46;5203,53;1113,18;1693,12;108,24;5544,11;2236,33;2873,6;2729,99;1800,89;661,81;1208,28;3527,79;659,52;1839,22;807,85;4201,72;1698,61;1029,9;1346,62;1655,02;4193,2;915,91;764,75;123,92;522,77;388;516,22;232,58;1562,16;609,34;;1832,99;1324,51;1488;694;778,78;330,2;2379,26;2415,6;1764,44;542,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,
5830,34;2978,12;2408,97;4595;2639,01;1965,93;4485,09;1286,63;1802,56;4966,53;2257,65;1256,45;2088,23;3039,1;1266,86;1244,49;1185,59;1291,64;949,63;808,88;1236,48;1706,05;3935,05;235,93;1007,07;645,8;2891,16;808,72;1676,38;1878,3;693,89;577,22;2005,88;565,36;365,06;824,75;702,24;249,16;193,78;359,14;1556,74;3434,85;621,75;478,63;1979,5;1272,44;1046,21;1047,06;2902,99;;1117,3;1095,61;515;388,42;309,08;307,86;444,52;840,16;1918,23;;321,36;612,02;3658,9;1654,22;2252,91;3718,11;1885,9;2704,83;4300,36;4117,24;5142,32;539,22;4130,43;2201,99;1018,22;5816,15;3548,81;3073,95;1284,72;1122,57;4382,16;1892,2;347;1059,2;547,5;248,28;1965,24;1473,31;5063,67;;885,82;;2575,93;1602,37;2255,02;1061,12;1799,2;227,13;784,6;265,9;1275,02;2502,42;1007,06;1717,04;953,4;901,61;339,86;624,6;2558,75;1046,65;;1434,06;905,51;2072,45;2556,92;1190,38;336;954,96;452,19;1631,16;927,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,
5636,02;2871,14;2738,13;886,7;5540,54;2565,43;1903,48;4566,94;1978,53;1915,02;564,45;890,53;2113,92;1674,15;1819,96;3846,9;1129,14;1490,52;1447,64;4744,95;4435,2;4299,19;1454,8;1361,44;1336,96;537,22;699,02;495,71;1424,75;2968,77;402,6;1048,24;37,47;693,49;2782,08;776,24;1846,2;410,2;717,3;2767,72;1480,25;957,99;1892,96;2492,6;929,7;421,54;1628,14;512,32;2255,9;176,34;162,22;2317,65;1513,14;758,84;130,34;461,01;397,46;521,01;;566,62;284,02;2870,32;3812,83;459,56;4449,36;2551,32;4166,07;4982,44;430,93;1752,25;2756,81;768,8;1989,35;3760,99;2418,96;465,46;5618,09;2976,53;1069,47;4428,7;704,11;2861,64;2721,42;1713,57;2727,47;2956,49;1202,53;5247,5;2075,74;4293,25;1067,78;615,08;2996,88;1147,02;2806,04;2272,5;682,4;2048,3;1195,36;1412,91;198,49;1201,83;2225,01;898,22;212,62;578,01;572,52;965,33;271,64;86,98;492,66;156,22;468,66;;3315,27;1441,98;2289,81;1633,34;3397,56;204,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,
1827,15;1838,72;985,72;3128,51;2984,32;1326,09;2942,89;4101,05;580,43;6091,18;992,6;4278,12;1471,59;2530,74;3945,26;1911,76;1809,76;1518,22;647,98;5404,11;926,09;2884,13;2748,02;1776,29;3420,95;1915,86;;2046,58;1736,36;562,56;450,69;1982,96;325,2;4124,16;976,01;1999,6;675,33;753,09;2007,2;387,42;1589,45;2432,44;1132;2154;146,03;188,46;1405,42;862,46;643,62;590,53;;1198,62;563,15;268,92;;940,91;787,68;;;470,64;1277,58;7974,34;3816,09;2658,13;4354,93;4698,36;2914,49;3107,77;2345,42;1157,23;2440,54;858,67;4060,71;3391,29;3759,95;1514,77;687,78;3807,86;1800,43;4513,09;2777,94;6011,9;844,21;2697,22;1804,86;3691,43;3836,98;2979,77;4940,19;2863,48;365,12;478,51;1390,9;471;3633,98;3868,13;2165,59;438,88;1143,92;1570,64;2881,84;880,76;2486,74;1351,6;1166,3;427,1;1007,34;1612,26;812,42;2043,13;1241,62;347;709,82;864,27;624,1;798,5;3668,72;2120,6;1127,72;;130,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,
1544,42;4020,7;1455,23;4661,68;4047,74;1393,23;6008,7;4384,61;3131,81;2726,46;601,27;1371,9;5555,92;2014,49;2839,44;4863,88;1425,74;2051,2;1750,55;2518,91;925,99;4755,65;4018,46;928,27;1435,18;;1803,63;208,18;2911,98;1362,86;556,42;1251,18;726,07;1664,37;4605,35;953,71;1398,28;5992,2;1185,62;579,58;764,16;1832,87;1465,17;1238,83;202;1948,22;125,49;654;963,19;203,54;2063,56;819,86;1703,54;609,34;588,54;843,52;1246,6;315,92;;;1019,66;2981,08;4010,38;2576,29;1976,26;7283,21;7876,14;5226,64;2828,69;2529,75;1990,48;1513,68;3408,78;2693,83;9018,7;3068,58;1322,71;1571,85;1347,76;2283,5;1821,78;6037,82;3660,27;1889,72;965,68;1644,38;3479,57;3324,66;2641,8;1998,59;888,23;2242,3;466,52;2238,8;3118,73;5185,22;;1127,7;655,41;721,24;1263,26;1082,53;1962,13;1581,42;520,5;339,16;353,47;201,56;;1860,72;2007,37;1124,7;821,59;315,08;137,68;2079,73;1097,64;270,96;2190,65;;887,7;891,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,
5982,57;1242,61;3442,2;2883,99;1400,7;2285,88;1452,91;835,3;1250,69;2046,74;2038,8;524,4;1652,28;2333,9;4836,27;2032,46;1518,7;2507,46;1651,47;4120,49;2732,04;2705,95;772,96;514,92;1344,86;658,41;4086,15;5017,07;1043,18;447,33;1574,42;939,88;1003,73;2274,69;954,38;331,65;1808,46;2695,17;;205,58;2998,84;1982,75;215,04;365,12;322,68;1128;360,5;233,64;481,94;1675,47;1788,88;1171,26;594,58;392,11;414,1;1360,1;384;55,42;216,1;476,44;1438,2;2795,91;2031,99;2983,02;3212,52;6315,77;3002,91;2942,66;1376,07;2159,65;1121,08;2194,61;1356,02;4982,86;6142,68;644,14;2144,41;2664,15;2166,04;3586,62;3440,53;3669,15;2363,23;1421,58;2208,8;2259,47;7409,86;2397,33;6379,33;2043,66;574,48;417,34;7453,69;1446,09;1992,59;2115,3;684,6;725,14;1329,56;669,37;1029,57;1362,29;609,18;559,51;1770,76;610,12;2231,27;166,12;807,26;1220,2;858,12;181,13;942,82;622,62;2175,28;1317,55;1407,4;804,05;158;;;746,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,
2488,59;3886,93;3924,61;2085,62;3714,93;1544,43;4027,74;3984,5;4471,64;3058,46;2197,45;2397,13;1261,2;3389,23;2998,91;1741,78;1487,5;2792,04;1088,55;2591,45;4926,28;2477,96;1146,38;866,37;4116,01;1425,07;1272,04;2982,83;1131,95;;755,86;;954,62;910,6;1280,45;1351,28;1825,2;;282,5;2243,96;1576,26;1820,36;150,38;433,24;78,05;;69,86;630,55;2053,96;588,58;;;;1495,24;1562,82;840,76;583,22;2545,68;1217,13;268,14;247,48;4508,41;2489,14;4766,79;5471,97;8140,16;4088,12;12582,93;3207,93;828,32;2638,11;3092,91;5070,75;2844,41;3239,79;5963,73;693,98;2175,2;2420,72;3949,22;1544,89;3336,02;1489,32;943,42;3878,7;1347,83;3859,63;2503,38;3020,3;3975,84;971,56;2064,84;2604,81;1117,3;1145,53;705,72;1693,29;649,62;438,98;363,36;1824,55;2294,38;1275,02;644,33;694;736,86;2576,16;4380,65;607,86;936,2;1656,86;287,08;635,36;1627,46;97,17;409,65;2114,29;;;904,23;310,63;702,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,
4321,36;2342,45;3964,48;2502,78;1773,57;1697,87;2959,96;2291,5;2443,77;5077,9;3916,07;1278,04;1709,27;981,23;2247,05;4052,75;852,74;931,93;1535,73;2432,11;1194,43;2533,48;2063,17;1368,12;851,01;953,17;4689,16;1757,45;958,49;1265,75;2678,24;2990,36;698,92;1973,99;3370,48;545,04;1289,62;530,76;1160,7;5117,2;582,6;534,82;390,44;860,92;245,74;1037,34;764,98;989,45;609,96;65,17;1942,14;;1169,27;304,6;;2703,1;1019,81;1296,38;1182,07;844,63;1127,46;3738,34;2110,05;1140,57;7019,02;2611,26;2967,74;786,05;2326,15;2073,55;2916,14;767,04;1990,96;2862,27;2745,17;3224,41;1962,13;2246,28;2516,06;5057,74;736,08;2840;2080,44;1248,94;714,25;2560,27;2097,55;1401,02;1692,38;1792,34;2299,07;1782,88;946,64;3467,47;3069,83;1403,87;1172,59;520,5;790,98;2332,74;1299,62;588,55;1852,44;963,47;;1472,84;1723,96;2864,38;1868,38;1333,35;620,66;845,63;723,33;3125,1;;2687,36;717,86;420,4;1022;;218,01;336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,
3509;2806,79;4647,12;1808,36;2521,28;1437,87;3412,24;3250,94;2093,45;1955,33;2779,93;3917,35;1813,75;3199,96;2198,47;2513,08;1177,32;3442,84;1006,89;2581,7;1505;4802,39;1522,06;1498,56;1268,12;250,8;2019,76;2534,47;770;1220,32;367,27;1881,23;2141,01;6590,63;3019,65;510,46;1799,6;87,58;384;942,1;1699,84;886,04;;149,62;2413,69;1215,61;554,58;460,67;450,78;356,84;229,46;599,81;306,81;509,43;2263,1;840,77;609,4;543,56;743,78;455,08;222,59;6173,65;3144,19;4966,73;4618,57;6006,99;3236,85;1430,78;4967,38;5473,85;1195,21;3848,82;6391,41;4116,8;2425,08;5416,09;3318,81;1295,94;3661,92;1891,38;1974,38;3348,17;1399,28;4119,04;1475,35;2171,49;1769,53;6536,73;1669,1;132,82;2916,63;951,86;525,88;2363,45;853,2;2774,81;923,68;1744,49;961,17;1491,88;71,51;762,34;374,82;2015,73;536,75;561,02;707,74;426,96;1230,79;798,76;636,36;555,46;336;995,16;138,49;224,73;426,56;269,98;534,72;;1161,32;833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,
3992,88;3828,11;1527,18;2048,63;1606,95;3326,39;2556,61;4900,66;1172,26;2316,17;1748,62;4430,26;1532,12;1528,89;5940,7;4831,65;3877,61;1473,83;1573,1;775,9;3075,29;5946,68;1751,27;330,77;1555,91;1082,98;1080,4;2138,21;1964,63;997,8;1987,22;1192,98;6275,69;1884,3;2380,44;1759,44;2193,39;;1454,42;1029,15;1178,06;210,28;401,06;266,57;2525,1;615,28;1059,62;;420,58;610,7;1303,72;1722,65;2192,9;205,91;698,05;2368,43;1796,04;1626,42;373,41;351,14;529,53;5356,73;4754,39;3572,81;2363,86;2858,61;3488,13;691;4781,94;2428,3;942,64;2841,45;2642,14;2587,48;2115,32;3329,62;1202,81;2478,65;3093,76;4787,45;2151,79;3352,6;2000,89;4150,82;5405,22;1131,02;1025,59;2596,62;4437,76;1261,84;1247,19;491,14;635,96;3252,43;2191,73;5857,59;610,56;785,32;1445,93;168,67;1676,9;1133,91;1073,3;1733,57;450,68;259,38;1095,63;1152,87;983,03;426,47;2180,94;892,9;738,85;1147,36;;1163,56;4033,2;648,14;802,58;354,49;2543,5;439,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,
3644,76;4814,45;1751,34;2749,56;748,92;3652,34;4732,82;4171,37;3050,58;3853,18;3837,5;3217,68;2895,94;3604,84;6129,07;3698,5;1981,36;2352,95;688,06;609,37;3703,33;3430,03;895,93;2146,01;2428,21;3429,71;2988,64;1401,68;3012,82;1248,26;1839,1;5768,03;2028,06;693,31;3714,98;1693,69;2694,74;;712,26;1328,98;;979,92;113,44;1728,41;771,65;;780,81;546,29;273,6;4365,74;2299,97;922,44;889,28;1452,64;1089,12;874,42;2959,07;1215,55;194,01;109,47;1880,2;9716,96;3022,14;3427,97;4184,25;3130,86;2655,86;2140,93;2310,55;1280,67;2939,61;1078,19;2515,06;2053,63;5411,82;1145,06;2699,47;1933,65;2541,18;3921,13;6701,01;4141,35;1515,61;1547,66;3590,7;1014,9;920,85;4430,01;2223,16;4459,04;1214,02;771,28;2676,5;827,84;6551,11;1487,86;1135,99;1204,52;1290,26;2774,66;1683,15;159,92;1420,47;1717,58;86,98;1514,18;2693,2;2199,21;439,54;2094,28;603,54;793,44;1543,53;193,6;;821,97;1917,6;989;443,23;;886,58;157,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,
4323,12;5131,84;4097,07;3344,04;2580,64;1779,18;2639,2;1487,85;5648,06;3695,29;3269,93;1060,42;2565,47;2732,89;4849,27;4916,74;4407,3;2708,88;1384,82;2705,48;3537,74;7461,28;3398,83;652,84;1712,21;468,06;3397,23;6619,46;851,82;3774,42;5301,05;1632,45;1360,12;3155,81;3171,44;1426,9;457,77;370,48;515,92;217,6;199,82;;2310,44;622,82;655,06;463,09;1366,98;;1349,73;427,17;572,66;1026,97;7226,94;1106,31;1617,71;608,29;1649,85;391,98;628,68;538,4;260,95;5734,44;2303,13;2632,54;5496,27;2529,15;5531,28;5224,97;2375,47;3780,58;3262,27;1635,69;7371,65;3693,17;8206,9;4853,08;1798,71;1622,53;3801,68;5448,74;3911,61;3062,44;1301,68;876,32;4800,45;880,37;4436,11;2540,62;5584,98;2312,91;1686,76;562,53;1131,62;1103,09;2786,68;2403,85;1297,62;1213,5;111,24;1631,55;400,9;1091,14;775,26;575,82;340,01;738,28;2363,4;3220,68;8587,43;2019,23;84,16;290,62;1180,23;;1466,02;2567,64;1993,01;120,21;534,72;1411,71;;383,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,
2925,84;1441,72;2905,07;614,76;1341,66;3228,59;8728,72;2992,2;1284,26;4788,48;406,28;3978,75;1313,1;3889,06;3078,84;4350,34;1759,96;182,46;3855,88;3308,73;2231,36;2908,81;3477,91;2583,27;669,43;1377,92;3490,74;3113,37;1174,42;4906,12;2167,24;;1340,1;1035,45;1703,17;1141,4;2151,73;4908,92;;149,62;775,08;1661,99;758,19;1222,09;832,44;1035,08;119,93;4013,62;1621,27;218,66;1608,59;;1239,74;1461,84;102,71;1488,26;1808,01;1490,77;682,12;493,65;1245,19;4724,74;4822,53;1071,12;2357,5;5691,63;3823,78;7598,27;2572,81;1117,86;2854,29;1850,23;7158,03;388,3;1955,32;2228,85;2466,88;3930,62;1067,85;3446,18;5783,52;3314,65;2669,55;338,04;3050,04;893,46;2486,46;3631,08;1571,37;228,5;1366,46;1270,78;1267,6;1662,98;5182,15;1896,66;14550,78;678,94;257,5;159,9;760,22;3481,85;822,96;1154,5;426,96;204,12;171,29;1093,18;1708,99;662,36;273;;;1676,26;2178,88;2362,9;2458,58;704,66;622;;454,6;2314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,
3778,27;1817,34;1982,18;4942,46;2301,11;5183,81;3287,88;2009,71;6123,53;2179,88;1772,86;2942,66;2259,08;2182,14;5125,84;2863,7;1050,39;2335,13;939,23;2109,11;3246,8;7710,7;3273,26;1672,56;461,03;850,1;2607,83;1036,52;5766,79;2323,45;656,84;1870,94;843,23;2043,86;3423,8;379,42;245,3;;130,7;;1515;896,72;999,88;433,38;669,6;102,18;1089,04;777,56;1666,12;2472,71;;;1168,06;187,65;1863,42;92,8;192,84;1145,28;764,52;662,72;3017,28;2467,59;1757,49;2341,69;3180,89;5491,71;3416,15;6280,87;1442,76;792,52;5502,36;1452,62;1740,12;6071,96;1388;2231,28;588,96;4110,08;1433,45;3910,43;5006,42;1890,03;2400,73;960,73;4733,85;1064,47;1727,77;1968,11;741,85;1181,98;986,51;1274,66;1436,36;2767,07;1370,96;4829,05;1474,22;546,82;310,78;608,5;759,54;766,92;2418,29;665,71;699,57;470,54;120,62;1382,08;162,31;987,97;1308,36;;848,96;2001,94;;823,59;3395,62;431,45;751,38;559,9;169,46;626,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,
2271,66;1661,08;2848,21;3932,67;4329,67;4262,64;4669,65;4070,91;1012,28;2385,36;1539,01;2519,18;905,8;3163,86;3369,57;634,41;1717,8;3025,35;2194;2620,62;3186,14;4073,31;2372,02;1827,5;1409,93;1182,07;957,68;5873,51;3626,98;2163,57;479,79;2412,03;1684,12;1117,98;2070,24;30,5;347,8;73,2;793,73;201,87;71,03;856,68;;2100,53;;319,08;74,44;519,02;1708,42;613,22;379,9;2036,78;4571,28;1033,73;2375,88;636,16;4909,96;1503,58;219,72;1257,25;2119,26;2798,68;4877,16;3006,55;4937,4;2459,1;2622,63;3770,56;2218,31;5649,89;2630,37;4573,66;3394,13;5819,84;2456,34;1464,67;6442,2;2247,09;3346,48;7099,44;1291,44;3611,79;2555,8;1177,74;1721,76;1094,37;3322,42;1684,2;3527,81;1155,2;395,31;259,92;2013,64;3414,06;1424,89;1409,74;1714,7;680,72;391,88;1766,96;622,78;678,27;1433,3;;;1133,74;1433,61;458,11;495,66;805,08;215,19;1344,41;1348,76;1658,01;1587,55;3601,77;1890,27;1320,31;168;634,69;196,94;404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,
2552,51;4975,1;1396,26;5315,8;4020,06;1754,76;7716,88;2401,68;3385,05;6383,64;1458,11;3729,27;1902,25;2487,01;1382,97;1650,6;2228,63;1279,29;1213,67;3357,04;2090,03;1633,55;3216,01;1983,06;885,32;2554,37;5164,97;3488,74;3294,11;1110,17;1188,96;224,15;1173,76;1669,64;2311,42;695,14;828,18;938,78;628,42;361,48;261;443,92;1040,75;617,33;603,43;581,56;367,3;453,68;1590,72;;1387,88;1278,48;1223,1;162,2;1087,11;1319,87;509,17;1723,71;1614,81;2829,55;1171,22;4674,34;6130,72;4691,7;4068,28;4339,31;2718,54;2912,38;3471,24;3526,71;5852,88;4470,39;5137,72;6045,03;925,82;2182,08;892,34;3206,54;1028,71;1322,02;3765,31;5349,81;1881,33;1011,16;1217,04;1530,98;2599,55;4782,78;3578,86;995,41;;995,63;1470,11;2190,51;413,74;1792,25;2253,48;1854,42;425,1;649,53;311,08;;1057,78;;2115,84;3601,26;1346,52;602,82;253,29;123,5;282,76;474,86;536;433,95;1162,25;1002,35;1335,01;1222,17;534,72;1267,89;2022,48;570,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,
4699,25;2987,59;1986,04;1551,14;2299,89;3237,93;4083,7;4976,57;3203,11;1364,31;1018,93;3063,83;2202,38;4820,72;1121,4;2870,63;664,8;2231,4;3247,98;1258,32;897,27;1495,92;1318,3;104,94;1120,41;4459,08;1906,97;949,31;1528,26;2058,18;6075,66;566,11;1604,45;625,48;1113,08;772,41;1326,03;3118,23;;198;395,61;1192,28;1030,88;756,56;;802,67;1478,86;1419,16;1977,53;298,28;;2054,1;1409,59;;1127,54;2169,02;1042,51;4875,8;3632,62;1287,91;1521,87;4276,1;6802,66;6148,7;2872,15;7361,49;4888,6;4795,97;6036,44;2692,95;5005,88;4211,97;4584,18;2956,97;2788,2;3469,1;1155,64;4448,87;1708,55;5171,87;2294,14;6292,59;3477,04;2472,47;1795,77;998,25;3150,77;2371,19;2653,29;622,65;1906,01;2539,53;317,65;2421,13;2623,62;1067,45;1129,22;348,55;2699,56;4087,5;714,16;414,18;907,06;2706,82;;1252,52;118,34;956,92;;806,6;1096,97;1351,31;1012,94;;120,89;1025,7;1193,7;553,04;;426,62;1257,04;1771,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,
2371,3;1264,01;924,39;2717,73;3002,75;2294,45;3948,93;2556,47;4816,02;1384,52;4933,93;2280,82;3418,33;3726,15;4081,31;1126,43;1653,95;2072,76;3382,14;2016,45;1254,96;5293,41;1108,38;3722,58;6169,55;5093,21;1119,94;294,72;322,59;2022,15;1231,42;1617,79;2442,2;;1433,71;684,39;820,56;354,44;46,12;272,41;1127,5;262,06;505,08;604,22;;533,37;374;855,28;1436,16;874,94;1860,98;;197,04;780,5;1545,29;1251,58;4192,95;3140,03;2448,94;715,57;2115,57;4509,35;3634,99;6148,25;3717,33;9215,04;6863,31;3168,56;1441,4;3062,24;2062,66;1350,78;2186,25;4779,35;3580,81;2940,85;1565,19;1608,36;2171,71;1646,11;4750,51;2735,93;1196,91;1463,17;2351,37;1116,42;2836,56;5074,41;1269,25;2349,49;2013,21;652,89;2236,6;1158;87,66;2414,54;1069,38;470,73;3840,96;4162,47;66,92;1381,29;716,11;190,55;288,18;641,69;1210,33;;1837,28;796,64;965,34;2143,56;1617,44;376;459,19;1276,2;1296,1;932,16;202,52;1737,42;522,6;197,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,
2732,76;3013,18;2307,94;2038,51;2320,4;7688,05;4196,73;5223,88;3328,83;2228,42;1232,73;1089,74;2554,12;5324,8;3880,96;1585,44;2676,34;3401;2200,53;583,34;3945,74;3715,73;2800,12;5290,39;1913,08;2703,36;1810,5;2327,77;243,74;1851,46;462,1;853,2;936,23;2052,09;707,78;971,17;546,21;3732,17;175,43;619,22;;151,44;2947,44;970,48;;1988,54;2152,56;961,38;1505;;162,17;1192,92;113,26;1720,21;218,42;5686,59;5089,96;1483,6;1452,6;480,25;2264,77;3192,09;2111,63;4055,64;2167,55;7860,95;3318,78;5070,35;5241,31;3615,18;3452,58;761,95;3245,05;3154,64;4584,4;783,78;3242,7;3809,89;4519,53;4818,11;3459,14;1249,45;2936,87;1378,99;895,9;;3919,54;1956,24;2040,8;3383,32;3729,14;1237,46;504,49;129,14;4279,85;3662,9;1229,04;1013,71;168,32;786,98;105,24;560,16;725,15;192,8;997,79;930,12;618,01;203,72;1741,24;847,3;912,42;443;2434,5;298,94;227,3;1384,98;2159,59;719,88;1579,42;659,64;149,8;105,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,
