01/10/17 00:00;02/10/17 00:00;03/10/17 00:00;04/10/17 00:00;05/10/17 00:00;06/10/17 00:00;07/10/17 00:00;08/10/17 00:00;09/10/17 00:00;10/10/17 00:00;11/10/17 00:00;12/10/17 00:00;13/10/17 00:00;14/10/17 00:00;15/10/17 00:00;16/10/17 00:00;17/10/17 00:00;18/10/17 00:00;19/10/17 00:00;20/10/17 00:00;21/10/17 00:00;22/10/17 00:00;23/10/17 00:00;24/10/17 00:00;25/10/17 00:00;26/10/17 00:00;27/10/17 00:00;28/10/17 00:00;29/10/17 00:00;30/10/17 00:00;31/10/17 00:00;01/11/17 00:00;02/11/17 00:00;03/11/17 00:00;04/11/17 00:00;05/11/17 00:00;06/11/17 00:00;07/11/17 00:00;08/11/17 00:00;09/11/17 00:00;10/11/17 00:00;11/11/17 00:00;12/11/17 00:00;13/11/17 00:00;14/11/17 00:00;15/11/17 00:00;16/11/17 00:00;17/11/17 00:00;18/11/17 00:00;19/11/17 00:00;20/11/17 00:00;21/11/17 00:00;22/11/17 00:00;23/11/17 00:00;24/11/17 00:00;25/11/17 00:00;26/11/17 00:00;27/11/17 00:00;28/11/17 00:00;29/11/17 00:00;30/11/17 00:00;01/10/18 00:00;02/10/18 00:00;03/10/18 00:00;04/10/18 00:00;05/10/18 00:00;06/10/18 00:00;07/10/18 00:00;08/10/18 00:00;09/10/18 00:00;10/10/18 00:00;11/10/18 00:00;12/10/18 00:00;13/10/18 00:00;14/10/18 00:00;15/10/18 00:00;16/10/18 00:00;17/10/18 00:00;18/10/18 00:00;19/10/18 00:00;20/10/18 00:00;21/10/18 00:00;22/10/18 00:00;23/10/18 00:00;24/10/18 00:00;25/10/18 00:00;26/10/18 00:00;27/10/18 00:00;28/10/18 00:00;29/10/18 00:00;30/10/18 00:00;31/10/18 00:00;01/11/18 00:00;02/11/18 00:00;03/11/18 00:00;04/11/18 00:00;05/11/18 00:00;06/11/18 00:00;07/11/18 00:00;08/11/18 00:00;09/11/18 00:00;10/11/18 00:00;11/11/18 00:00;12/11/18 00:00;13/11/18 00:00;14/11/18 00:00;15/11/18 00:00;16/11/18 00:00;17/11/18 00:00;18/11/18 00:00;19/11/18 00:00;20/11/18 00:00;21/11/18 00:00;22/11/18 00:00;23/11/18 00:00;24/11/18 00:00;25/11/18 00:00;26/11/18 00:00;27/11/18 00:00;28/11/18 00:00;29/11/18 00:00;30/11/18 00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6878,69;3877,58;2947,53;3000,34;3072,38;4184,16;5693,1;4155,85;7708,42;1917,89;;5662,99;2649,66;1900,53;5063,37;1369,29;2781,86;1395,93;2546,27;1580,22;3374,32;2415,67;4546,59;1197,58;2893,77;1716,21;3464,52;3322,01;1447,14;1466,59;4767,52;1739,91;503,51;1614,66;3497,3;2259,54;1019,3;440,92;1843;299,98;1561,97;1148,88;471,12;1108,31;5124;467,62;265,17;2548,45;;1028,37;663,52;7317,18;2573,21;447,34;3304,55;1246,52;1492;4003,05;356,12;203,45;1835,17;3611,37;4314,95;5894,76;6605,33;6710,92;4638,45;4477,3;4083,87;4203,73;5697,03;3683,79;3040,42;3820,18;4698,97;1903,61;3024,55;986,43;1412,36;3132,8;5857,99;4418,15;1316,11;2047,86;1233,6;1956,68;3554,45;4209,7;5537,22;3452,46;827,52;;280,74;1055,63;3110,21;2078,3;4780,08;800,61;560,38;382,14;867,27;2167,61;;1714,5;2799,57;426,56;592;738;1225,15;336,52;896,32;739,48;1667,91;488;682,96;1668,13;2640,91;3547,08;1297,12;;468,13;610,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,
4959,6;2944,79;2352,41;2515,57;3513,82;3426,25;6097,35;6642,65;3184,42;2041,48;1047,97;1675,05;2577,31;6828,31;2277,78;3100,95;2304,54;2620,5;1384,26;794,2;3512,27;10825,59;1007,84;1784,26;1962,45;4501,56;1843,1;2310,1;1814,6;1506,46;772,83;257,5;1852,44;2381,46;2164,95;688,4;1517,91;;;392,38;;1708,04;557,96;944,82;101,76;212,5;1805,7;720,04;1154,22;2302,65;446,24;1437,14;482,22;3984,99;3816,72;1843,33;3295,98;1636,7;1429,99;105,84;433,79;3132,42;691,78;1848,65;4155,56;6749,1;3755,69;4868,71;2586,03;1156,86;2799,6;3014,24;4697,9;3714,4;4925,11;1327,9;2560,92;1838,66;3860,69;2608,98;4602,93;4393,1;2427,7;1213,45;1149,63;632,9;3375,58;2106,54;2865,72;1212,72;446,22;450,26;2672,37;4317,49;1067,58;1186,04;1724,79;810,88;334,74;382,34;1544,42;;1418,08;679,22;714,45;;350,53;1772,18;;945,96;872,73;107,28;1336,38;1350,68;1811,54;859,56;2892,58;4180,91;157,83;1631,26;727,25;1044,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,
4322,78;6574,88;5198,77;4089,91;1320,83;4339,88;3517,71;3841,35;2870,02;2023,38;2958,06;3471,12;1074,65;6783,26;2477,05;1174,72;561,46;2986,17;1440,34;2242,46;2200,01;2150,14;1759,31;779,52;2635,38;1036,37;1003,94;1504,76;1264,23;749,5;888,11;;311,65;2774,74;378,4;343,48;926,36;755,56;818,02;1889,82;865,92;860,84;1679,06;428,79;88,24;1207,76;2400,37;2960,45;2892,33;1445,66;771,75;1313,32;2596,5;6734,17;1921,65;2763,78;4218,64;1252,99;459,12;757,24;1033,88;3733,37;5339,46;4523,43;4299,78;4122,3;7304,08;1611,53;919,83;2870,95;1933,37;1923,07;4468,08;2384,6;2211,81;1312,3;5421,98;4896,04;5046,65;3912,75;3968,48;4767,33;1174,45;2143,92;1305,62;2680,56;2369,04;14456,57;1648,2;1967,4;1640,09;2540,43;2061,86;1137,82;1719,56;79,96;110,38;733,37;441,57;;;1074,57;686;1188,89;165,22;1411,9;410;1493,91;562,5;284,06;859,78;907;1333,18;849,57;517,32;1868,2;1220,1;411,6;267,94;2773,32;1434,79;1754,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,
4403,98;5725,11;1732,92;1865,92;3233,2;4876,43;2212,7;4639,76;6172,71;4409,15;4490,7;1581,8;6153,33;5104,24;3078,42;1436,38;1553,28;1917,26;1953,28;820,04;1031,78;959,17;410,22;1377,73;687,25;290,96;949,21;1940,22;1322,44;1539,56;1864,34;828,77;917,74;1657,92;1511,55;427,6;431,28;885,55;436,93;700,76;223,23;551,59;781,81;747,7;1142,9;2489,18;4080,22;3283,56;2198,18;1490,51;1230,54;3605,32;4407,99;1680,56;2696,56;2274,44;3230,74;3140,09;1031,13;3365,08;3704,28;7012,43;2632,85;2367,07;5235,88;6764,28;7494,19;4912,64;6284,57;3280,02;2410,46;2252,5;3463,74;3636,22;1337,09;2575,46;2124,23;3687,45;5148,36;1225,99;6866,53;6077,52;5249,6;864,27;2057,88;324,97;1323,14;487,19;1674,61;123,46;2464,04;2017,34;1650,45;3265,86;2189,29;1547,06;367,2;376;1392,02;514;1956,7;;677,64;;;1021,71;1355,2;1137,24;;;620,17;678,56;781,07;915,73;1078;625,5;1933,71;1415,42;625,95;;2241,2;531,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,
4186,36;2845,56;4595,81;2366,65;4228,81;1912,21;3746,04;5164,37;2988,96;2453,91;4010,88;2189,64;1707,97;3351,68;2047,42;1279,56;1253,8;2300,58;7091,81;2540,34;1348,82;1298,52;1654,51;1754,94;2286,94;3349,58;3897,3;;1449,06;3146,26;369,5;955,78;525,73;788,2;2057,05;897,08;2165,31;997;1012,58;426,88;;1181;515;121,06;83,99;1014,81;438,68;1511,96;1271,94;529,48;1815,94;2282,71;2582,52;575,58;1646;3668,69;976,56;3541,55;3832,89;4577,77;2877,29;2834,75;4410,42;5239,44;8219,43;3216,36;1086,87;4430,78;1090,28;5942,99;3069,93;1062,82;4962,55;6729,5;3871,53;4924;3908,34;5956,02;2470,7;5554,12;2413,51;5753,32;1268,2;3825,11;1927,04;4226,72;4544,12;1594,27;1040,28;2170,9;2995,05;1946,66;1744,23;3726,88;851,14;;;313,36;;130,18;1083,19;1917,04;1523,51;;898,42;692,22;602,82;1588,08;495;1334,46;891,06;2720,49;2452,86;1867,01;3191,08;974,86;2733,58;1830,26;365,39;903,11;384,94;893,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,
1439,52;4489,35;3881,2;1737,12;2755,86;2007,67;5024,33;2564,33;7533,42;1393,11;4157,88;4787,8;2856,24;1403,82;1811,86;958,83;2771,2;5768,8;4088,61;1349,63;2274,16;5639,08;3014,61;655,21;2274,02;1228,29;1396,12;2970,11;892,23;1778,4;114;2286,68;3057,77;1300,94;3903,17;203,98;682,54;2748,09;1796,25;677,44;;601,3;1795,77;360,21;505,29;374;980,02;376,44;691,88;6370,12;1435,41;874,26;254,93;931,7;741,43;3884,47;1672,71;3293,88;3596,65;1506,13;655,97;5478,42;3658,82;10635,54;5316,78;3699,43;5720,09;3224,14;5702,25;7021,79;2017,73;1499,4;5915,31;3019,74;4529,94;4900,82;6031,98;;2430,22;3686,29;2155,53;3719,14;5664,41;3763,03;4875,54;1830,27;1455,5;2295,06;1876,82;1175,13;605,62;1465,72;1709,24;814,58;246,99;1263,77;237,87;759,67;504;2065,42;1245,66;213;1585,57;1900,72;2664,44;;262,34;1794,48;184,07;372,86;;166,96;1990,43;844,22;899,89;336;2188,96;1170,86;;562,75;935,27;1143,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,
4500,24;4210,61;3076,19;4309,37;3197,79;2794,18;6996,22;3316,39;4402,64;6222,62;2488,57;795,35;3599,51;2386,32;3293,33;7379,08;8136,71;4410,07;671,18;3123,52;3796,86;4054,07;4286,39;2135,09;603,58;1070,39;533,42;1617,91;1963,76;2201,74;907,14;437,96;491,31;;1853,1;253,92;1406,54;1048,73;941,45;777,69;520;1569,69;1678;601,36;2031,77;308,51;377,71;1252,05;3564,21;2490,18;1809,54;2714,31;1486,61;577,81;1384,32;4981,65;7497,85;4976,34;2063,09;1573,78;592,34;4430,22;5220,36;4651,37;2211,99;8888,89;4089,68;9146,95;4176,85;6024,83;3221,29;1521,31;3653,93;2943,5;4128,75;1030,5;2367,07;3592,78;2533,37;3196,74;4828,14;1824,75;728,35;3011,71;1157,88;2806,3;2987,42;2958,6;1168,29;5166,37;2398,15;3088,35;2630,58;1147,37;2741,59;650,7;473,05;441,46;1226,04;915,79;488;;656,86;586,56;1457,6;923,54;395,9;6333,82;973,18;165,22;462,88;750,94;2466,1;834,94;296,36;215,19;4798,38;1622,63;1616,12;1116,31;164,32;1756,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,
5812,11;5087,72;3598,66;2797,9;2926,14;6252,59;3878,27;838,53;7185,16;3394,12;4788,24;1914,64;2983,68;2224,45;2280,23;5544,29;3115;594,19;1056,24;3370,54;4804,73;3203,57;4781,25;2925;312,46;1895,9;920,85;1001,32;4186,44;2055,2;311,88;;;2144,63;1041,61;626,78;1239,62;148,88;171,5;79,02;2245,62;1115,34;647,56;104,58;2663,22;578,72;1009,53;2584,47;867,24;790,95;1681,54;2042,15;1071,5;1000,31;1642,72;5056,92;9737,59;7597,53;658,49;585,57;750,1;3449,46;4263,28;2466,49;2467,68;1691,79;4553,47;2478,09;4465,04;3500,16;1407,75;1109,27;1444,71;1907,64;3398,25;2501,96;1740,44;1351,25;916,8;1612,57;1917,16;3884,04;2801,39;114,16;2737,03;1239,05;3413,56;2607,26;2360,07;2771,87;1943,29;463,3;4931,79;1791,66;507,48;633,05;600,38;633,52;767,18;977,19;1342,26;996,86;3639,5;295,4;453,08;;97,28;1017,39;1354,19;957,46;201,1;1305,28;2626,39;672;2741,51;568,06;5132,38;135,75;;2043,94;1437,67;336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,
4853,92;2997,77;1583,01;4400,8;3268,37;3517,13;2493,58;3783,77;2621,32;1832,26;2220,62;4453,03;1933,06;5533,85;3992,96;1869,06;267,5;2511,48;668,41;3564,91;7346,91;1255,68;2071,37;220,76;340,65;2475,66;1405,5;2264,37;911,55;1816,62;827,52;456,34;384,79;3234,06;2830,42;864,1;1341,12;211,4;438,69;320,12;2298,55;1048,98;1608,64;474,62;;523,26;2725,41;1799,54;4378,85;1788,92;5569,39;1823,36;2189,89;1182,41;2814,98;6282,76;4023,51;2115,17;625,43;877,68;1091,23;4494,49;5467,52;4080,66;2718,68;4268,11;10984,54;6364,99;2795,79;4646,49;4935,47;2945,34;3682,2;5491,68;5896,79;7150,8;1748,01;2115,89;3661,75;4541,56;7860,38;5734,5;2385,5;388,62;2330,49;1678,61;1662,22;3462,19;2153,68;1824,95;;923,41;426,87;484;2074,12;2107,89;961,17;674,28;428,66;888,78;1679,26;1283,23;931;966,2;;1504,36;933,8;376;639,1;583,68;636,22;625,58;4245,6;104,94;396,74;2749,21;1210;801,8;806,76;545,25;1652,46;570,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,
4161,01;6583,07;1977,18;4757,34;7037,39;5062,52;2192,33;5447,2;1375,95;1094,24;3806,32;2109,37;2126,64;2131,12;4664,49;2385,32;1047,35;1989,29;1062,5;1776,85;4233,91;3478,86;2366,01;566;843,66;817,2;768,92;1319,42;2067,72;1557,93;508,3;166,41;1106,29;2390,02;1778,37;2225,02;599,3;1572,58;;1389,44;907,19;502,85;695,34;154,97;565,47;2321,43;4088,15;1767,05;4427,89;1761,9;603,02;741,3;2738,68;4584,68;2167,03;4180,43;1605,18;3162,85;1554,45;1535,8;997,67;4231,57;792,06;1335,54;3160,05;4669,46;10265,49;4997,26;1083,26;9099,94;4351,02;3809,47;3915,46;4163,19;3075,55;1640,51;2028,13;2754,27;5451,02;8974,6;5651,75;2804,54;1219,01;1519,01;1377,58;2530,55;1712,26;798,4;1529,66;2548,22;445,71;777,18;;958,07;2178,8;576,13;1351,81;;99,44;833,62;841,08;;2957,11;1643,54;591;130,18;736,74;1255,75;1504,68;1066,06;958,93;6384,08;1409,88;2928,36;3798,74;207,41;300,86;;406;510,36;571,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,
4164,17;4813,31;2241,18;3150,24;6053,92;4238,5;5697,31;3272,18;2002,25;2169,85;3017,64;1811,14;3295,32;2722,04;3638,23;3418,41;1733,28;5139,09;2296,32;2607,24;2580,22;1238,63;733,32;2425,86;633,46;58,96;2757,64;1447,7;1445,96;1528,77;2508,24;877,18;1024,74;2036,42;3646,91;;829,6;1807,19;911,96;699,18;4182,83;2019,13;661,71;712,4;2096,91;2482,46;582,86;2194,72;2512,67;2093,32;843,78;1438,97;7895,64;3714,23;2789,5;2108,13;3150,96;1831,72;1417,11;899,38;521,98;4912,12;5866,89;4996,36;5558,95;3226,01;6177,29;2322,32;4847,3;2213,36;2396,7;6570,27;3092,61;6125,72;3548,35;1957,96;3491,32;5657,57;2716,56;1024,72;4036,83;1075,49;1422,05;2399,06;2740,16;959,5;3651,6;3966,72;412,99;480,45;247,73;2358,59;855,81;1761,33;518;2522,08;602,82;416,46;2378,3;1896,2;;1057,42;569,69;677,78;403,89;1223,4;1622,82;921,12;354,94;294,38;781,84;1118,72;598,5;3386,13;839,62;672;637,7;;588,96;1293,97;450;891,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,
12250,45;7111,42;2796,08;5196,77;1645,65;2289,06;1000,84;3957,52;2710,1;2971,02;1057,66;7246,49;1977,65;3674,31;2841,71;3690,71;4147,73;4881,25;4374,96;2019,82;1580,75;3446,2;4174,43;1853,3;4309,6;1417,3;684,78;1062,4;1981,14;890,5;1675,63;2336,96;115,06;680,62;376,84;1504,4;2514,97;284,82;139,2;763,9;;1354,38;533,95;1101,1;181,82;1155,19;1077,32;3009,53;2879,39;871,56;35,54;2857,94;3554,93;3300,13;2238,34;3134,56;2058,38;2391,14;1732,64;644,31;899,53;3978,45;3066,04;4875,29;2795,74;4260,74;3624,56;3557,78;1659,38;3248,28;3967,69;2830,58;4034,73;4029,56;5264,01;4270,36;1262,15;4931,99;2984,28;3743,48;3604,91;2562,49;3583,86;5373,87;2242,96;2332,32;5678,16;1391,22;1991,73;1863,72;109,31;826,26;987,44;96,8;5531,89;3163,68;2744,77;2097,83;1718,24;1528,04;194,27;571,26;;1467,39;1661,42;1695,97;189,28;4485,01;1393,07;1169,34;3464,7;2012,56;1016,56;3922,77;1317,84;1562,98;1172,88;2431,61;;295,72;345,64;530,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,
3039,29;3249,96;1911,65;2862,65;3125,83;3890,96;741,06;3856;4454,32;632,08;7426,04;3437,41;1901,61;5319,52;2384,56;3298;1182,06;2657,38;2461,45;872,66;6945,55;2237,79;2381,53;2386,37;655,96;2045,01;3510,8;3984,26;3014,36;1778,51;1060,09;1153,01;897,47;;843,86;421,46;1430,94;123,47;64,06;1040,44;994,92;1254,91;2258,66;1282,24;969,66;1446,98;2511,7;2561,81;3354,25;2983,98;1286,92;8692,04;2865,97;1528,71;2455,49;1549,13;3069,82;3332,73;453,9;1275,79;1646,99;11680,37;3394,61;3200,31;2591,1;5383,65;10544,74;10017,83;8510,2;1619,35;4682,31;3479,22;3033,38;5480,44;2805,94;6139,46;1523,6;2294,88;2087,92;5152,64;4226,43;5055,5;2729,17;1625,71;2566,02;5063,76;1483,39;3867,27;866,41;942,34;833,44;558,98;622,86;332,58;124,85;2186,94;;426;865,4;1725,38;673,42;479,96;325,95;530,2;;125,1;241,3;1512,47;2875,44;1612,24;128,37;398,32;420,5;1010,71;2190,74;972,84;1530,54;647,6;363,3;2291,34;;300,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,
5356,12;4085,2;2211,7;4217,3;1381,18;4045,04;3523,13;6051,26;4233,22;4154,22;4546,46;3575,9;913,65;3865,22;6608,56;1995,37;1087,14;3129,51;1240,93;1661,42;2311,95;2857,92;3194,08;2533,44;1412,88;2952,39;1044,44;1797,48;1875,48;3636,99;1788,51;650,84;381,31;1714,23;1630,68;1172,9;1167,35;1497,57;793,32;276,21;749,9;6604,67;1972,6;790,52;374;1230,74;824,06;3607,96;4332,14;1335,66;5474,37;4070,26;2582,7;928,87;378,56;3642,17;4491,83;1417,99;1452,85;374;268,82;8229,4;4876,12;3064,83;4047,41;2535,48;7793,12;2892,01;1347,92;2950,29;3193,29;3504,47;6203,54;4089,34;6902,04;4483,38;3496,58;1499,69;4856,2;5926,1;2633,74;6552,64;4926,95;2313,72;3407,59;597,85;713,48;2660,92;526,5;1159,89;858,2;941,68;1011,2;4074,72;3866,01;736,68;392,14;829,68;905,81;1548,7;570,68;1774,06;295,5;1050,24;486,48;3108,9;1674,58;301,71;4598,26;2346,26;630,4;789,5;977,6;840,72;863,62;2741,62;612,48;763,08;2159,01;130,48;395,91;992,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,
9406,51;2376,51;4504,25;1635,26;2896,17;4097,38;7725,94;6574,31;5020,11;5924,89;1810,71;2145,1;1619,68;5903,95;5171,14;2700,96;1628,8;1519,02;553,39;3897,41;3097,58;6231,22;2415,26;1512,6;1903,04;47,6;1725,19;4309,13;4940,08;3374,92;206,12;787,4;530,49;1396,48;2555,4;;997,3;;538,93;126,54;2371,97;2834,99;2561,87;1844,17;1886,48;290,64;1306,63;4279,19;6213,62;6095,27;4449,55;2447,94;1329,79;2041,32;431,6;913;3463,39;2869,43;1282,47;889,54;868,05;3760,63;3001,56;4126,64;6040,27;8473,91;3688,82;4415,66;1980,55;4598,39;5464,93;2614,25;5233,42;4203,85;2296,73;9025,1;615,39;245,48;2337,79;1498,81;3604,07;5957,78;3433,6;1705,09;4181,22;750,99;2904,1;911,31;2403,22;2221,32;234,79;;914,44;6750,01;2314,23;1740,31;452,04;431;158;1091,29;;1016,82;1806,58;189,26;503,19;2139,86;319,8;1688,66;1167,02;2582,49;758,69;300,86;77,16;242,68;533,18;284,92;500;1798,1;1237,4;250,44;;1057,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,
2809,5;4546,1;1464,94;1678,87;2838,2;3842,51;5257,31;8177,89;3295,6;2150,6;1573,35;4119,66;3009,42;4576,46;3941,29;1608,89;1306,23;3110,29;1138,04;2522,59;2661,71;1912,14;1228,75;1740,51;1843,55;2881,01;2542,23;3073,6;2816,29;1624,59;1334,56;210,41;513,88;2663,69;1983,63;;606,35;961,06;412,46;2559,5;2664,51;1358,74;1361,1;937,71;466,22;3788,6;2456,48;7502,1;9824,26;4112,47;878,68;1126,96;2027,51;1678,15;485,72;2927,96;2200,06;970,73;;190,32;783,92;5460,68;2199,29;6928,04;6333,27;3841,49;3001,72;3109,44;3379,17;3742,56;2247,24;4558,82;4275,37;11555,32;6325,77;2083,37;1973,52;2289,8;2143,42;1874,43;8488,66;6019,07;3597,6;960,46;1617,82;1045,24;1874,08;2567,95;3025,47;2827,99;407,68;672;1088,58;906,3;2224,12;1570,41;120,82;1095,29;265,92;301,41;455,83;1782,29;4266,94;212,88;784,07;561,85;501,65;2711,04;1332,71;842,4;755,5;855,86;749;40,34;382,44;863,26;1040,48;1459,18;;144,72;982,28;744,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,
9524,86;2271,06;1197,26;4233,62;2730,46;3947,2;2209,51;3919,23;2219,93;2616,53;3131,68;1273,95;4680,22;6262,18;5175,46;2698,52;492,37;2436,12;776,66;1181,45;3562,24;3690,46;827,89;1812,55;3537,56;2139,96;1416,36;5246,26;1780,48;1464,33;305,8;2771,72;1124,11;297,36;1461,46;602,78;;;804,64;2501,53;1283;1526,42;2512,25;579,65;93,21;775,61;3289,96;4942,95;3053,55;938,97;1525,04;1694,38;2074;834,19;3815,86;379,32;2675,75;1536,17;568,24;2084,96;624,98;2357,63;6081,91;3585,98;3643,98;7748,89;5537,8;3564,14;1827,63;2421,75;3979,83;1788,91;5572,86;4426,01;3368,6;5352,25;1281,1;2708,56;1748,08;4023,07;3957,28;2375,9;2176,92;434,56;4100,24;1561,1;168;3498,61;2249,98;998,93;2791,8;522,95;2024,55;1462,26;1477,95;1852,56;372,86;1296,9;1149,49;671,33;484,58;3462,09;2924,4;636,64;512,09;939,83;;;3147,04;144,46;1316,28;;745;;423,61;;3658,92;226,33;146,4;218,47;260,92;110,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,
3356,76;1631,88;2012,16;2655,15;3896,11;4587,62;5743,09;2865,19;6819,06;4203,18;2926,77;3262,45;4745,26;1500,89;2339,18;2716,18;2119,83;2176,7;3878,56;2418,34;3641,43;2737,35;2398,57;759,18;834,3;1370,28;2072,68;1673,64;1537,33;2078,17;2465,73;1279,37;452,99;;1469,76;2071,94;1795,73;1518,18;2584,92;1097,65;1992,93;2292,91;1325,71;1052,54;600,79;2370,86;3491,88;2890,58;1420,78;1113,51;991,84;2485,65;1779,93;714,38;1284,75;1525,92;2543,3;1811,47;134,3;724,14;762,95;9024,54;6662,24;3087,52;3856,83;4829,88;2289,32;3890,5;4525,81;3458,29;3144,78;3811,75;5624,45;4502,35;4853,43;2980,82;2339,36;2597,55;3547,74;2549,74;7729,04;3025,78;2365,44;585,06;5092,85;209,64;1680,97;1517,3;2424,42;511,34;957,02;2992,05;1372,2;314;752;1691,08;1222,38;895,74;1789,64;1394,32;493,34;2605,18;1033,3;1637,87;928,52;1250,37;1177,07;998,08;1927,9;1355,8;113,43;294,68;1046,8;453,74;2655,81;1560,3;1895,26;2056,23;;971,4;1479,93;867,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,
9356,61;4729,68;2971,21;2286,45;6322,38;3825,21;3955,73;1405,43;4545,11;4975,71;3759,3;2105,69;2574,64;3748,29;3008,85;2199,59;1445,39;4738,33;2010,91;5773,13;3810,03;2936,44;1392,49;257,5;792,39;1995,11;4214,73;1317,04;2429,23;7262,98;279,41;1835,9;2508,79;1505,89;1661,9;786,92;5356,46;454,19;1136,8;3944,6;1078,5;2166,48;910;689,75;2136,07;1076,57;2014,53;3105,81;2473,54;984,59;3314,11;921,78;702,82;1035,22;3298,67;1472,42;3288,57;933,22;1797,49;515,87;588,75;5616,84;5499,29;3830,92;3269,9;7086,33;1667,2;3846,98;3769,51;3297,02;2008,12;5960,38;7314,33;4031,53;2979,76;2435,57;5867,05;3726,36;7252,08;2775,61;1379,66;4018,62;5198,64;1487,2;1809,4;1993,45;244,78;577,9;1476,68;633,16;;394,54;;413,94;1232,39;1025,28;1528,7;903,55;2714,57;250,92;597,64;1469,85;1051,56;3572,04;1354,72;802,46;1451,47;1565,62;1451,75;195,1;601,8;;2127,54;2430,4;1855,84;932,98;3234,53;1886,45;1396,56;426;1200,56;615,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,
6620,33;7203,3;3871,53;4051,58;2834,14;3891,67;3155,62;6025,2;4703,82;4934,86;3168,5;3605,95;1771,77;2582,92;2156,85;2281,34;3035,18;2149,16;2567,32;100;3311,72;1953,32;3857,81;2306,18;2375,73;2883,47;3871,19;1096,21;1353,96;207,6;767,22;2220,04;1522,28;729,24;958,37;1843,55;1883,7;312,75;649,64;1191,09;1686,75;1840,68;1826,75;4867,92;3407,83;2313,91;1327,38;2112,21;504,87;2311,06;2667,59;599,02;2337,31;804,63;2446,67;6519,56;4362,98;918,58;1647,46;;153,95;8749,67;7526,06;3909,51;5573,66;6826,21;4522,46;6841,16;4258,14;1545,76;4130,77;2536,62;2644,5;3124;3640,58;3037,22;1547,12;1403,54;3373,96;101,01;3930,52;1252,1;4496,54;937,59;4278,56;277,97;4675,41;2706,29;2583,29;2085,64;646,14;889,78;969,32;694,47;3325,27;627,79;1213,87;1050,91;128,8;489,5;2429,05;585,98;913,5;1276,1;727,97;4358,8;74,54;2348,83;715,56;1966;173,61;352,57;2569,13;718,52;866,41;3155,29;3885,79;1762,04;424,27;1138,94;469,9;130,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,
