Dates,variable,feature_no,feature_name,value
09/10/18 00:00,34,325,"1618,44","492,16"
10/10/18 00:00,34,325,"1618,44","208,58"
11/10/18 00:00,34,325,"1618,44","1134,94"
12/10/18 00:00,34,325,"1618,44",397
13/10/18 00:00,34,325,"1618,44","380,92"
14/10/18 00:00,34,325,"1618,44","1825,4"
15/10/18 00:00,34,325,"1618,44","922,93"
16/10/18 00:00,34,325,"1618,44","174,09"
17/10/18 00:00,34,325,"1618,44","447,12"
18/10/18 00:00,34,325,"1618,44","1074,43"
19/10/18 00:00,34,325,"1618,44","152,3"
20/10/18 00:00,34,325,"1618,44","1551,06"
21/10/18 00:00,34,325,"1618,44","577,9"
22/10/18 00:00,34,325,"1618,44",
23/10/18 00:00,34,325,"1618,44","1502,9"
24/10/18 00:00,34,325,"1618,44",
25/10/18 00:00,34,325,"1618,44",
26/10/18 00:00,34,325,"1618,44",
27/10/18 00:00,34,325,"1618,44","469,28"
28/10/18 00:00,34,325,"1618,44",
29/10/18 00:00,34,325,"1618,44",
30/10/18 00:00,34,325,"1618,44","866,97"
31/10/18 00:00,34,325,"1618,44",1889
01/11/18 00:00,34,325,"1618,44","418,39"
02/11/18 00:00,34,325,"1618,44","77,24"
03/11/18 00:00,34,325,"1618,44","1645,57"
04/11/18 00:00,34,325,"1618,44","556,44"
05/11/18 00:00,34,325,"1618,44",
06/11/18 00:00,34,325,"1618,44",
07/11/18 00:00,34,325,"1618,44",
08/11/18 00:00,34,325,"1618,44",
09/11/18 00:00,34,325,"1618,44",
10/11/18 00:00,34,325,"1618,44",
11/11/18 00:00,34,325,"1618,44","373,56"
12/11/18 00:00,34,325,"1618,44",
13/11/18 00:00,34,325,"1618,44",
14/11/18 00:00,34,325,"1618,44",872
15/11/18 00:00,34,325,"1618,44",
16/11/18 00:00,34,325,"1618,44",
17/11/18 00:00,34,325,"1618,44",
18/11/18 00:00,34,325,"1618,44",
19/11/18 00:00,34,325,"1618,44",
20/11/18 00:00,34,325,"1618,44",
21/11/18 00:00,34,325,"1618,44","419,8"
22/11/18 00:00,34,325,"1618,44","436,52"
23/11/18 00:00,34,325,"1618,44","177,78"
24/11/18 00:00,34,325,"1618,44","2050,7"
25/11/18 00:00,34,325,"1618,44",347
26/11/18 00:00,34,325,"1618,44",
27/11/18 00:00,34,325,"1618,44",
28/11/18 00:00,34,325,"1618,44",
29/11/18 00:00,34,325,"1618,44","391,3"
30/11/18 00:00,34,325,"1618,44",
01/10/17 00:00,35,324,,"164,46"
02/10/17 00:00,35,324,,"90,69"
03/10/17 00:00,35,324,,"924,78"
04/10/17 00:00,35,324,,
05/10/17 00:00,35,324,,
06/10/17 00:00,35,324,,"257,78"
07/10/17 00:00,35,324,,"148,72"
08/10/17 00:00,35,324,,"1624,9"
09/10/17 00:00,35,324,,
10/10/17 00:00,35,324,,
11/10/17 00:00,35,324,,"214,58"
12/10/17 00:00,35,324,,
13/10/17 00:00,35,324,,5667
14/10/17 00:00,35,324,,"1893,84"
15/10/17 00:00,35,324,,"677,96"
16/10/17 00:00,35,324,,"797,98"
17/10/17 00:00,35,324,,
18/10/17 00:00,35,324,,
19/10/17 00:00,35,324,,
20/10/17 00:00,35,324,,
21/10/17 00:00,35,324,,"378,5"
22/10/17 00:00,35,324,,
23/10/17 00:00,35,324,,"131,93"
24/10/17 00:00,35,324,,"445,56"
25/10/17 00:00,35,324,,"317,31"
26/10/17 00:00,35,324,,
27/10/17 00:00,35,324,,"1561,4"
28/10/17 00:00,35,324,,"700,08"
29/10/17 00:00,35,324,,
30/10/17 00:00,35,324,,"818,01"
31/10/17 00:00,35,324,,"145,44"
01/11/17 00:00,35,324,,388
02/11/17 00:00,35,324,,
03/11/17 00:00,35,324,,
04/11/17 00:00,35,324,,
05/11/17 00:00,35,324,,"1714,16"
06/11/17 00:00,35,324,,
07/11/17 00:00,35,324,,
08/11/17 00:00,35,324,,"346,84"
09/11/17 00:00,35,324,,
10/11/17 00:00,35,324,,"2033,64"
11/11/17 00:00,35,324,,
12/11/17 00:00,35,324,,
13/11/17 00:00,35,324,,
14/11/17 00:00,35,324,,
15/11/17 00:00,35,324,,
16/11/17 00:00,35,324,,
17/11/17 00:00,35,324,,
18/11/17 00:00,35,324,,
19/11/17 00:00,35,324,,
20/11/17 00:00,35,324,,
21/11/17 00:00,35,324,,489
22/11/17 00:00,35,324,,"543,28"
23/11/17 00:00,35,324,,"732,7"
24/11/17 00:00,35,324,,"191,9"
25/11/17 00:00,35,324,,"196,8"
26/11/17 00:00,35,324,,
27/11/17 00:00,35,324,,"221,01"
28/11/17 00:00,35,324,,"326,25"
29/11/17 00:00,35,324,,
30/11/17 00:00,35,324,,"296,02"
01/10/18 00:00,35,324,,"1126,18"
02/10/18 00:00,35,324,,"886,12"
03/10/18 00:00,35,324,,"390,59"
04/10/18 00:00,35,324,,"715,36"
05/10/18 00:00,35,324,,"764,17"
06/10/18 00:00,35,324,,"1219,82"
07/10/18 00:00,35,324,,"3903,48"
08/10/18 00:00,35,324,,"1159,88"
09/10/18 00:00,35,324,,"3938,24"
10/10/18 00:00,35,324,,"2010,66"
11/10/18 00:00,35,324,,
12/10/18 00:00,35,324,,"1552,44"
13/10/18 00:00,35,324,,
14/10/18 00:00,35,324,,"1973,2"
15/10/18 00:00,35,324,,"1203,66"
16/10/18 00:00,35,324,,
17/10/18 00:00,35,324,,"534,98"
18/10/18 00:00,35,324,,"581,54"
19/10/18 00:00,35,324,,"630,7"
20/10/18 00:00,35,324,,"317,13"
21/10/18 00:00,35,324,,"295,5"
22/10/18 00:00,35,324,,
23/10/18 00:00,35,324,,
24/10/18 00:00,35,324,,
25/10/18 00:00,35,324,,"890,6"
26/10/18 00:00,35,324,,
27/10/18 00:00,35,324,,
28/10/18 00:00,35,324,,
29/10/18 00:00,35,324,,
30/10/18 00:00,35,324,,"515,78"
31/10/18 00:00,35,324,,
01/11/18 00:00,35,324,,"144,76"
02/11/18 00:00,35,324,,"303,04"
03/11/18 00:00,35,324,,
04/11/18 00:00,35,324,,"1464,45"
05/11/18 00:00,35,324,,"610,94"
06/11/18 00:00,35,324,,"216,96"
07/11/18 00:00,35,324,,"235,1"
08/11/18 00:00,35,324,,
09/11/18 00:00,35,324,,
10/11/18 00:00,35,324,,"278,35"
11/11/18 00:00,35,324,,
12/11/18 00:00,35,324,,
13/11/18 00:00,35,324,,"588,72"
14/11/18 00:00,35,324,,
15/11/18 00:00,35,324,,
16/11/18 00:00,35,324,,
17/11/18 00:00,35,324,,"238,56"
18/11/18 00:00,35,324,,435
19/11/18 00:00,35,324,,
20/11/18 00:00,35,324,,"213,14"
21/11/18 00:00,35,324,,"149,02"
22/11/18 00:00,35,324,,"1590,16"
23/11/18 00:00,35,324,,
24/11/18 00:00,35,324,,"1492,98"
25/11/18 00:00,35,324,,"1245,04"
26/11/18 00:00,35,324,,"538,71"
27/11/18 00:00,35,324,,
28/11/18 00:00,35,324,,
29/11/18 00:00,35,324,,
30/11/18 00:00,35,324,,"719,54"
01/10/17 00:00,36,323,,"2129,09"
02/10/17 00:00,36,323,,"688,87"
03/10/17 00:00,36,323,,"1384,19"
04/10/17 00:00,36,323,,"178,32"
05/10/17 00:00,36,323,,"954,04"
06/10/17 00:00,36,323,,"318,68"
07/10/17 00:00,36,323,,"476,28"
08/10/17 00:00,36,323,,"663,12"
09/10/17 00:00,36,323,,
10/10/17 00:00,36,323,,
11/10/17 00:00,36,323,,
12/10/17 00:00,36,323,,
13/10/17 00:00,36,323,,
14/10/17 00:00,36,323,,
15/10/17 00:00,36,323,,"1319,42"
16/10/17 00:00,36,323,,
17/10/17 00:00,36,323,,"468,01"
18/10/17 00:00,36,323,,
19/10/17 00:00,36,323,,"201,81"
20/10/17 00:00,36,323,,"509,87"
21/10/17 00:00,36,323,,"147,12"
22/10/17 00:00,36,323,,
23/10/17 00:00,36,323,,
24/10/17 00:00,36,323,,"884,55"
25/10/17 00:00,36,323,,
26/10/17 00:00,36,323,,
27/10/17 00:00,36,323,,
28/10/17 00:00,36,323,,"222,94"
29/10/17 00:00,36,323,,
30/10/17 00:00,36,323,,"711,82"
31/10/17 00:00,36,323,,
01/11/17 00:00,36,323,,
02/11/17 00:00,36,323,,
03/11/17 00:00,36,323,,"99,69"
04/11/17 00:00,36,323,,"1253,01"
05/11/17 00:00,36,323,,
06/11/17 00:00,36,323,,
07/11/17 00:00,36,323,,
08/11/17 00:00,36,323,,"605,56"
09/11/17 00:00,36,323,,"384,4"
10/11/17 00:00,36,323,,"147,72"
11/11/17 00:00,36,323,,
12/11/17 00:00,36,323,,
13/11/17 00:00,36,323,,
14/11/17 00:00,36,323,,
15/11/17 00:00,36,323,,
16/11/17 00:00,36,323,,"159,62"
17/11/17 00:00,36,323,,
18/11/17 00:00,36,323,,"388,1"
19/11/17 00:00,36,323,,
20/11/17 00:00,36,323,,"981,62"
21/11/17 00:00,36,323,,
22/11/17 00:00,36,323,,
23/11/17 00:00,36,323,,"362,26"
24/11/17 00:00,36,323,,"644,16"
25/11/17 00:00,36,323,,
26/11/17 00:00,36,323,,"595,7"
27/11/17 00:00,36,323,,
28/11/17 00:00,36,323,,
29/11/17 00:00,36,323,,"336,72"
30/11/17 00:00,36,323,,"383,34"
01/10/18 00:00,36,323,,"1807,85"
02/10/18 00:00,36,323,,2187
03/10/18 00:00,36,323,,"257,5"
04/10/18 00:00,36,323,,"445,84"
05/10/18 00:00,36,323,,"5222,68"
06/10/18 00:00,36,323,,"177,96"
07/10/18 00:00,36,323,,"1337,82"
08/10/18 00:00,36,323,,"209,69"
09/10/18 00:00,36,323,,"2485,99"
10/10/18 00:00,36,323,,
11/10/18 00:00,36,323,,"445,84"
12/10/18 00:00,36,323,,"246,08"
13/10/18 00:00,36,323,,
14/10/18 00:00,36,323,,"2577,3"
15/10/18 00:00,36,323,,
16/10/18 00:00,36,323,,"640,5"
17/10/18 00:00,36,323,,
18/10/18 00:00,36,323,,
19/10/18 00:00,36,323,,"987,14"
20/10/18 00:00,36,323,,"486,15"
21/10/18 00:00,36,323,,"2164,44"
22/10/18 00:00,36,323,,
23/10/18 00:00,36,323,,417
24/10/18 00:00,36,323,,
25/10/18 00:00,36,323,,"101,93"
26/10/18 00:00,36,323,,
27/10/18 00:00,36,323,,
28/10/18 00:00,36,323,,"835,41"
29/10/18 00:00,36,323,,"559,81"
30/10/18 00:00,36,323,,"656,59"
31/10/18 00:00,36,323,,
01/11/18 00:00,36,323,,"517,56"
02/11/18 00:00,36,323,,
03/11/18 00:00,36,323,,"3752,08"
04/11/18 00:00,36,323,,"279,72"
05/11/18 00:00,36,323,,
06/11/18 00:00,36,323,,"725,41"
07/11/18 00:00,36,323,,
08/11/18 00:00,36,323,,
09/11/18 00:00,36,323,,
10/11/18 00:00,36,323,,
11/11/18 00:00,36,323,,"476,64"
12/11/18 00:00,36,323,,"201,63"
13/11/18 00:00,36,323,,"769,02"
14/11/18 00:00,36,323,,
15/11/18 00:00,36,323,,
16/11/18 00:00,36,323,,
17/11/18 00:00,36,323,,"530,91"
18/11/18 00:00,36,323,,"177,78"
19/11/18 00:00,36,323,,397
20/11/18 00:00,36,323,,
21/11/18 00:00,36,323,,"688,5"
22/11/18 00:00,36,323,,"377,7"
23/11/18 00:00,36,323,,"1791,74"
24/11/18 00:00,36,323,,"1508,35"
25/11/18 00:00,36,323,,"2391,31"
26/11/18 00:00,36,323,,
27/11/18 00:00,36,323,,
28/11/18 00:00,36,323,,"724,31"
29/11/18 00:00,36,323,,
30/11/18 00:00,36,323,,
01/10/17 00:00,37,322,"3229,24","349,02"
02/10/17 00:00,37,322,"3229,24","607,7"
03/10/17 00:00,37,322,"3229,24",
04/10/17 00:00,37,322,"3229,24",
05/10/17 00:00,37,322,"3229,24","1135,43"
06/10/17 00:00,37,322,"3229,24",0
07/10/17 00:00,37,322,"3229,24","230,64"
08/10/17 00:00,37,322,"3229,24","353,36"
09/10/17 00:00,37,322,"3229,24","949,58"
10/10/17 00:00,37,322,"3229,24",
11/10/17 00:00,37,322,"3229,24","156,26"
12/10/17 00:00,37,322,"3229,24",
13/10/17 00:00,37,322,"3229,24","222,54"
14/10/17 00:00,37,322,"3229,24","1047,26"
15/10/17 00:00,37,322,"3229,24",
16/10/17 00:00,37,322,"3229,24","342,68"
17/10/17 00:00,37,322,"3229,24","803,28"
18/10/17 00:00,37,322,"3229,24",
19/10/17 00:00,37,322,"3229,24","396,76"
20/10/17 00:00,37,322,"3229,24","79,14"
21/10/17 00:00,37,322,"3229,24",
22/10/17 00:00,37,322,"3229,24","224,9"
23/10/17 00:00,37,322,"3229,24","1159,58"
24/10/17 00:00,37,322,"3229,24","175,7"
25/10/17 00:00,37,322,"3229,24",
26/10/17 00:00,37,322,"3229,24",
27/10/17 00:00,37,322,"3229,24",
28/10/17 00:00,37,322,"3229,24","726,92"
29/10/17 00:00,37,322,"3229,24","368,56"
30/10/17 00:00,37,322,"3229,24","1756,48"
31/10/17 00:00,37,322,"3229,24",
01/11/17 00:00,37,322,"3229,24",343
02/11/17 00:00,37,322,"3229,24","111,94"
03/11/17 00:00,37,322,"3229,24","204,65"
04/11/17 00:00,37,322,"3229,24",
05/11/17 00:00,37,322,"3229,24","107,78"
06/11/17 00:00,37,322,"3229,24",
07/11/17 00:00,37,322,"3229,24",
08/11/17 00:00,37,322,"3229,24","603,37"
09/11/17 00:00,37,322,"3229,24",
10/11/17 00:00,37,322,"3229,24",
11/11/17 00:00,37,322,"3229,24",
12/11/17 00:00,37,322,"3229,24",
13/11/17 00:00,37,322,"3229,24","691,9"
14/11/17 00:00,37,322,"3229,24",
15/11/17 00:00,37,322,"3229,24",
16/11/17 00:00,37,322,"3229,24",
17/11/17 00:00,37,322,"3229,24",
18/11/17 00:00,37,322,"3229,24","2186,31"
19/11/17 00:00,37,322,"3229,24",
20/11/17 00:00,37,322,"3229,24","435,4"
21/11/17 00:00,37,322,"3229,24",
22/11/17 00:00,37,322,"3229,24","488,88"
23/11/17 00:00,37,322,"3229,24",
24/11/17 00:00,37,322,"3229,24",
25/11/17 00:00,37,322,"3229,24","1375,58"
26/11/17 00:00,37,322,"3229,24","99,34"
27/11/17 00:00,37,322,"3229,24","147,68"
28/11/17 00:00,37,322,"3229,24","288,12"
29/11/17 00:00,37,322,"3229,24",
30/11/17 00:00,37,322,"3229,24","206,76"
01/10/18 00:00,37,322,"3229,24","4909,9"
02/10/18 00:00,37,322,"3229,24","2950,65"
03/10/18 00:00,37,322,"3229,24","1348,36"
04/10/18 00:00,37,322,"3229,24","1856,26"
05/10/18 00:00,37,322,"3229,24","1676,86"
06/10/18 00:00,37,322,"3229,24","1043,84"
07/10/18 00:00,37,322,"3229,24","955,17"
08/10/18 00:00,37,322,"3229,24","4005,47"
09/10/18 00:00,37,322,"3229,24",
10/10/18 00:00,37,322,"3229,24",
11/10/18 00:00,37,322,"3229,24",
12/10/18 00:00,37,322,"3229,24","943,24"
13/10/18 00:00,37,322,"3229,24","1900,43"
14/10/18 00:00,37,322,"3229,24","481,7"
15/10/18 00:00,37,322,"3229,24","623,94"
16/10/18 00:00,37,322,"3229,24","215,94"
17/10/18 00:00,37,322,"3229,24",
18/10/18 00:00,37,322,"3229,24",
19/10/18 00:00,37,322,"3229,24","1478,68"
20/10/18 00:00,37,322,"3229,24","2346,41"
21/10/18 00:00,37,322,"3229,24","1335,55"
22/10/18 00:00,37,322,"3229,24",
23/10/18 00:00,37,322,"3229,24","440,69"
24/10/18 00:00,37,322,"3229,24","189,78"
25/10/18 00:00,37,322,"3229,24",
26/10/18 00:00,37,322,"3229,24","910,21"
27/10/18 00:00,37,322,"3229,24","2488,04"
28/10/18 00:00,37,322,"3229,24",
29/10/18 00:00,37,322,"3229,24","1310,83"
30/10/18 00:00,37,322,"3229,24","810,92"
31/10/18 00:00,37,322,"3229,24",
01/11/18 00:00,37,322,"3229,24",
02/11/18 00:00,37,322,"3229,24","686,22"
03/11/18 00:00,37,322,"3229,24",
04/11/18 00:00,37,322,"3229,24",
05/11/18 00:00,37,322,"3229,24",
06/11/18 00:00,37,322,"3229,24",
07/11/18 00:00,37,322,"3229,24","216,96"
08/11/18 00:00,37,322,"3229,24",
09/11/18 00:00,37,322,"3229,24",
10/11/18 00:00,37,322,"3229,24",
11/11/18 00:00,37,322,"3229,24","140,12"
12/11/18 00:00,37,322,"3229,24",
13/11/18 00:00,37,322,"3229,24",
14/11/18 00:00,37,322,"3229,24",
15/11/18 00:00,37,322,"3229,24",
16/11/18 00:00,37,322,"3229,24","220,49"
17/11/18 00:00,37,322,"3229,24","2096,74"
18/11/18 00:00,37,322,"3229,24","1222,79"
19/11/18 00:00,37,322,"3229,24",
20/11/18 00:00,37,322,"3229,24",
21/11/18 00:00,37,322,"3229,24","388,3"
22/11/18 00:00,37,322,"3229,24",
23/11/18 00:00,37,322,"3229,24","522,84"
24/11/18 00:00,37,322,"3229,24","1128,19"
25/11/18 00:00,37,322,"3229,24","2715,36"
26/11/18 00:00,37,322,"3229,24",
27/11/18 00:00,37,322,"3229,24","1313,6"
28/11/18 00:00,37,322,"3229,24","140,64"
29/11/18 00:00,37,322,"3229,24","178,36"
30/11/18 00:00,37,322,"3229,24","428,98"
01/10/17 00:00,38,321,"1859,71","1618,44"
02/10/17 00:00,38,321,"1859,71",
03/10/17 00:00,38,321,"1859,71","2206,92"
04/10/17 00:00,38,321,"1859,71","352,35"
05/10/17 00:00,38,321,"1859,71","2902,72"
06/10/17 00:00,38,321,"1859,71",
07/10/17 00:00,38,321,"1859,71","201,31"
08/10/17 00:00,38,321,"1859,71","1430,77"
09/10/17 00:00,38,321,"1859,71","1548,22"
10/10/17 00:00,38,321,"1859,71","949,78"
11/10/17 00:00,38,321,"1859,71","937,14"
12/10/17 00:00,38,321,"1859,71","1887,13"
13/10/17 00:00,38,321,"1859,71","2063,24"
14/10/17 00:00,38,321,"1859,71",
15/10/17 00:00,38,321,"1859,71","774,85"
16/10/17 00:00,38,321,"1859,71",
17/10/17 00:00,38,321,"1859,71","1826,32"
18/10/17 00:00,38,321,"1859,71","531,3"
19/10/17 00:00,38,321,"1859,71","836,56"
20/10/17 00:00,38,321,"1859,71","160,2"
21/10/17 00:00,38,321,"1859,71","563,5"
22/10/17 00:00,38,321,"1859,71","1061,49"
23/10/17 00:00,38,321,"1859,71",
24/10/17 00:00,38,321,"1859,71","331,34"
25/10/17 00:00,38,321,"1859,71",
26/10/17 00:00,38,321,"1859,71",
27/10/17 00:00,38,321,"1859,71","148,5"
28/10/17 00:00,38,321,"1859,71","1211,38"
29/10/17 00:00,38,321,"1859,71","428,42"
30/10/17 00:00,38,321,"1859,71","1054,88"
31/10/17 00:00,38,321,"1859,71",
01/11/17 00:00,38,321,"1859,71",343
02/11/17 00:00,38,321,"1859,71",
03/11/17 00:00,38,321,"1859,71",
04/11/17 00:00,38,321,"1859,71","550,11"
05/11/17 00:00,38,321,"1859,71",
06/11/17 00:00,38,321,"1859,71",
07/11/17 00:00,38,321,"1859,71","5459,82"
08/11/17 00:00,38,321,"1859,71","140,28"
09/11/17 00:00,38,321,"1859,71",
10/11/17 00:00,38,321,"1859,71",
11/11/17 00:00,38,321,"1859,71","419,59"
12/11/17 00:00,38,321,"1859,71",
13/11/17 00:00,38,321,"1859,71","434,92"
14/11/17 00:00,38,321,"1859,71",
15/11/17 00:00,38,321,"1859,71",
16/11/17 00:00,38,321,"1859,71","206,12"
17/11/17 00:00,38,321,"1859,71","401,86"
18/11/17 00:00,38,321,"1859,71","461,54"
19/11/17 00:00,38,321,"1859,71",
20/11/17 00:00,38,321,"1859,71",
21/11/17 00:00,38,321,"1859,71","3406,74"
22/11/17 00:00,38,321,"1859,71",516
23/11/17 00:00,38,321,"1859,71","828,03"
24/11/17 00:00,38,321,"1859,71","2132,89"
25/11/17 00:00,38,321,"1859,71",315
26/11/17 00:00,38,321,"1859,71",
27/11/17 00:00,38,321,"1859,71","873,74"
28/11/17 00:00,38,321,"1859,71",
29/11/17 00:00,38,321,"1859,71",
30/11/17 00:00,38,321,"1859,71","536,7"
01/10/18 00:00,38,321,"1859,71","1548,71"
02/10/18 00:00,38,321,"1859,71","5057,75"
03/10/18 00:00,38,321,"1859,71","613,22"
04/10/18 00:00,38,321,"1859,71","502,73"
05/10/18 00:00,38,321,"1859,71","2687,14"
06/10/18 00:00,38,321,"1859,71","1334,3"
07/10/18 00:00,38,321,"1859,71","1090,15"
08/10/18 00:00,38,321,"1859,71",
09/10/18 00:00,38,321,"1859,71","567,96"
10/10/18 00:00,38,321,"1859,71","409,54"
11/10/18 00:00,38,321,"1859,71","825,08"
12/10/18 00:00,38,321,"1859,71","199,2"
13/10/18 00:00,38,321,"1859,71","181,72"
14/10/18 00:00,38,321,"1859,71","104,95"
15/10/18 00:00,38,321,"1859,71",369
16/10/18 00:00,38,321,"1859,71",
17/10/18 00:00,38,321,"1859,71",
18/10/18 00:00,38,321,"1859,71","894,6"
19/10/18 00:00,38,321,"1859,71","1598,38"
20/10/18 00:00,38,321,"1859,71","2061,85"
21/10/18 00:00,38,321,"1859,71",
22/10/18 00:00,38,321,"1859,71","188,37"
23/10/18 00:00,38,321,"1859,71","593,48"
24/10/18 00:00,38,321,"1859,71",
25/10/18 00:00,38,321,"1859,71","800,48"
26/10/18 00:00,38,321,"1859,71",
27/10/18 00:00,38,321,"1859,71","1533,92"
28/10/18 00:00,38,321,"1859,71","278,47"
29/10/18 00:00,38,321,"1859,71",
30/10/18 00:00,38,321,"1859,71","262,34"
31/10/18 00:00,38,321,"1859,71",
01/11/18 00:00,38,321,"1859,71",
02/11/18 00:00,38,321,"1859,71",
03/11/18 00:00,38,321,"1859,71","419,24"
04/11/18 00:00,38,321,"1859,71",
05/11/18 00:00,38,321,"1859,71",
06/11/18 00:00,38,321,"1859,71",
07/11/18 00:00,38,321,"1859,71",
08/11/18 00:00,38,321,"1859,71",
09/11/18 00:00,38,321,"1859,71",
10/11/18 00:00,38,321,"1859,71",
11/11/18 00:00,38,321,"1859,71","259,16"
12/11/18 00:00,38,321,"1859,71",
13/11/18 00:00,38,321,"1859,71",
14/11/18 00:00,38,321,"1859,71",
15/11/18 00:00,38,321,"1859,71",
16/11/18 00:00,38,321,"1859,71",
17/11/18 00:00,38,321,"1859,71","171,57"
18/11/18 00:00,38,321,"1859,71","233,92"
19/11/18 00:00,38,321,"1859,71","267,98"
20/11/18 00:00,38,321,"1859,71","791,46"
21/11/18 00:00,38,321,"1859,71","698,68"
22/11/18 00:00,38,321,"1859,71","146,54"
23/11/18 00:00,38,321,"1859,71","1512,16"
24/11/18 00:00,38,321,"1859,71",
25/11/18 00:00,38,321,"1859,71","491,01"
26/11/18 00:00,38,321,"1859,71",
27/11/18 00:00,38,321,"1859,71","348,18"
28/11/18 00:00,38,321,"1859,71","569,12"
29/11/18 00:00,38,321,"1859,71","1390,75"
30/11/18 00:00,38,321,"1859,71",
01/10/17 00:00,39,320,"1165,62",
02/10/17 00:00,39,320,"1165,62",
03/10/17 00:00,39,320,"1165,62","1640,64"
04/10/17 00:00,39,320,"1165,62",
05/10/17 00:00,39,320,"1165,62","469,44"
06/10/17 00:00,39,320,"1165,62","1399,2"
07/10/17 00:00,39,320,"1165,62","3674,56"
08/10/17 00:00,39,320,"1165,62",1746
09/10/17 00:00,39,320,"1165,62","951,36"
10/10/17 00:00,39,320,"1165,62","1045,58"
11/10/17 00:00,39,320,"1165,62","557,06"
12/10/17 00:00,39,320,"1165,62","2448,94"
13/10/17 00:00,39,320,"1165,62","726,2"
14/10/17 00:00,39,320,"1165,62","212,98"
15/10/17 00:00,39,320,"1165,62",
16/10/17 00:00,39,320,"1165,62","2469,42"
17/10/17 00:00,39,320,"1165,62","490,53"
18/10/17 00:00,39,320,"1165,62",
19/10/17 00:00,39,320,"1165,62","238,02"
20/10/17 00:00,39,320,"1165,62","685,46"
21/10/17 00:00,39,320,"1165,62","1711,42"
22/10/17 00:00,39,320,"1165,62",
23/10/17 00:00,39,320,"1165,62","2206,92"
24/10/17 00:00,39,320,"1165,62",
25/10/17 00:00,39,320,"1165,62","477,9"
26/10/17 00:00,39,320,"1165,62","607,08"
27/10/17 00:00,39,320,"1165,62","1299,85"
28/10/17 00:00,39,320,"1165,62","539,98"
29/10/17 00:00,39,320,"1165,62",
30/10/17 00:00,39,320,"1165,62",
31/10/17 00:00,39,320,"1165,62","171,5"
01/11/17 00:00,39,320,"1165,62",
02/11/17 00:00,39,320,"1165,62",
03/11/17 00:00,39,320,"1165,62",
04/11/17 00:00,39,320,"1165,62",
05/11/17 00:00,39,320,"1165,62",
06/11/17 00:00,39,320,"1165,62","991,14"
07/11/17 00:00,39,320,"1165,62","193,76"
08/11/17 00:00,39,320,"1165,62",
09/11/17 00:00,39,320,"1165,62",
10/11/17 00:00,39,320,"1165,62",
11/11/17 00:00,39,320,"1165,62",
12/11/17 00:00,39,320,"1165,62",
13/11/17 00:00,39,320,"1165,62",
14/11/17 00:00,39,320,"1165,62",
15/11/17 00:00,39,320,"1165,62","796,58"
16/11/17 00:00,39,320,"1165,62","829,82"
17/11/17 00:00,39,320,"1165,62","688,62"
18/11/17 00:00,39,320,"1165,62","35,62"
19/11/17 00:00,39,320,"1165,62","1336,15"
20/11/17 00:00,39,320,"1165,62","191,9"
21/11/17 00:00,39,320,"1165,62",
22/11/17 00:00,39,320,"1165,62","1013,74"
23/11/17 00:00,39,320,"1165,62","433,72"
24/11/17 00:00,39,320,"1165,62",
25/11/17 00:00,39,320,"1165,62",
26/11/17 00:00,39,320,"1165,62","176,12"
27/11/17 00:00,39,320,"1165,62","839,88"
28/11/17 00:00,39,320,"1165,62","139,42"
29/11/17 00:00,39,320,"1165,62","592,34"
30/11/17 00:00,39,320,"1165,62","295,36"
01/10/18 00:00,39,320,"1165,62","2133,01"
02/10/18 00:00,39,320,"1165,62","2059,55"
03/10/18 00:00,39,320,"1165,62","3914,65"
04/10/18 00:00,39,320,"1165,62","498,72"
05/10/18 00:00,39,320,"1165,62","912,12"
06/10/18 00:00,39,320,"1165,62","663,12"
07/10/18 00:00,39,320,"1165,62",
08/10/18 00:00,39,320,"1165,62","617,12"
09/10/18 00:00,39,320,"1165,62","326,94"
10/10/18 00:00,39,320,"1165,62",
11/10/18 00:00,39,320,"1165,62",
12/10/18 00:00,39,320,"1165,62","353,26"
13/10/18 00:00,39,320,"1165,62","3050,41"
14/10/18 00:00,39,320,"1165,62","570,53"
15/10/18 00:00,39,320,"1165,62",
16/10/18 00:00,39,320,"1165,62",369
17/10/18 00:00,39,320,"1165,62","788,12"
18/10/18 00:00,39,320,"1165,62","708,74"
19/10/18 00:00,39,320,"1165,62",
20/10/18 00:00,39,320,"1165,62","1584,23"
21/10/18 00:00,39,320,"1165,62",
22/10/18 00:00,39,320,"1165,62","817,37"
23/10/18 00:00,39,320,"1165,62","1554,25"
24/10/18 00:00,39,320,"1165,62",
25/10/18 00:00,39,320,"1165,62","2025,78"
26/10/18 00:00,39,320,"1165,62","773,28"
27/10/18 00:00,39,320,"1165,62","1815,14"
28/10/18 00:00,39,320,"1165,62","1582,98"
29/10/18 00:00,39,320,"1165,62","416,4"
30/10/18 00:00,39,320,"1165,62","444,64"
31/10/18 00:00,39,320,"1165,62",
01/11/18 00:00,39,320,"1165,62","428,32"
02/11/18 00:00,39,320,"1165,62",
03/11/18 00:00,39,320,"1165,62",
04/11/18 00:00,39,320,"1165,62",
05/11/18 00:00,39,320,"1165,62","455,16"
06/11/18 00:00,39,320,"1165,62","713,98"
07/11/18 00:00,39,320,"1165,62",
08/11/18 00:00,39,320,"1165,62","115,08"
09/11/18 00:00,39,320,"1165,62",
10/11/18 00:00,39,320,"1165,62","1032,92"
11/11/18 00:00,39,320,"1165,62",
